transaction_id,is_fraud,risk_score,fraud_type,detection_method,amount_blocked
TXN_00120927,True,68.2,Stolen Card,ML Model,237.33
TXN_00121025,True,86.1,Card Testing,Rule-Based,109.28
TXN_00121054,True,70.7,Stolen Card,ML Model,134.92
TXN_00121187,True,77.8,Synthetic Identity,ML Model,41.04
TXN_00121229,True,77.9,Stolen Card,ML Model,297.59
TXN_00121293,True,74.6,Card Testing,ML Model,274.28
TXN_00121438,True,70.1,Synthetic Identity,ML Model,196.65
TXN_00121541,True,80.0,Synthetic Identity,Not Detected,0.0
TXN_00121544,True,93.2,Stolen Card,ML Model,675.96
TXN_00121896,True,66.9,Stolen Card,Rule-Based,125.4
TXN_00122194,True,87.8,Account Takeover,ML Model,110.92
TXN_00122210,True,73.2,Card Testing,ML Model,113.51
TXN_00122511,True,70.9,Synthetic Identity,Not Detected,0.0
TXN_00122573,True,62.6,Account Takeover,Rule-Based,173.2
TXN_00122618,True,69.2,Friendly Fraud,Rule-Based,513.2
TXN_00122806,True,73.6,Account Takeover,ML Model,463.51
TXN_00122843,True,88.2,Account Takeover,Rule-Based,191.32
TXN_00122910,True,88.4,Account Takeover,ML Model,352.79
TXN_00122923,True,93.4,Card Testing,ML Model,174.44
TXN_00123077,True,61.9,Account Takeover,Rule-Based,103.2
TXN_00123141,True,89.5,Account Takeover,ML Model,972.61
TXN_00123151,True,69.4,Card Testing,ML Model,660.86
TXN_00123320,True,83.8,Card Testing,ML Model,330.95
TXN_00123344,True,85.8,Account Takeover,ML Model,67.16
TXN_00123347,True,72.0,Stolen Card,ML Model,228.48
TXN_00123352,True,86.7,Account Takeover,Rule-Based,140.07
TXN_00123473,True,75.7,Card Testing,ML Model,261.94
TXN_00123484,True,79.6,Stolen Card,ML Model,38.22
TXN_00123626,True,92.9,Synthetic Identity,Rule-Based,172.36
TXN_00123681,True,67.8,Card Testing,ML Model,271.23
TXN_00123810,True,93.1,Account Takeover,ML Model,48.4
TXN_00124037,True,93.7,Stolen Card,ML Model,166.03
TXN_00124088,True,74.7,Card Testing,Not Detected,0.0
TXN_00124153,True,69.5,Stolen Card,ML Model,210.09
TXN_00124234,True,89.3,Account Takeover,ML Model,130.1
TXN_00124339,True,64.3,Synthetic Identity,Not Detected,0.0
TXN_00124444,True,92.1,Card Testing,ML Model,641.31
TXN_00124569,True,87.2,Stolen Card,ML Model,177.97
TXN_00124638,True,69.8,Card Testing,ML Model,271.17
TXN_00124721,True,74.1,Stolen Card,ML Model,611.14
TXN_00124844,True,76.1,Card Testing,ML Model,131.87
TXN_00124897,True,61.6,Stolen Card,Rule-Based,294.18
TXN_00124969,True,77.0,Friendly Fraud,ML Model,569.44
TXN_00125236,True,80.5,Stolen Card,ML Model,111.2
TXN_00125277,True,73.5,Stolen Card,ML Model,15.43
TXN_00125370,True,70.3,Synthetic Identity,ML Model,187.39
TXN_00125383,True,78.2,Card Testing,ML Model,117.73
TXN_00125388,True,69.0,Account Takeover,ML Model,188.01
TXN_00125505,True,87.5,Friendly Fraud,ML Model,2272.82
TXN_00125533,True,60.4,Stolen Card,Manual Review,15.24
TXN_00125534,True,92.1,Card Testing,Rule-Based,195.87
TXN_00125592,True,88.1,Synthetic Identity,ML Model,111.7
TXN_00125773,True,65.4,Synthetic Identity,Rule-Based,190.75
TXN_00125818,True,64.0,Stolen Card,Manual Review,92.64
TXN_00125850,True,64.0,Account Takeover,ML Model,68.01
TXN_00125877,True,69.9,Stolen Card,Rule-Based,150.68
TXN_00126068,True,89.9,Friendly Fraud,ML Model,290.27
TXN_00126129,True,70.6,Stolen Card,ML Model,358.57
TXN_00126310,True,94.6,Friendly Fraud,ML Model,167.14
TXN_00126685,True,85.8,Stolen Card,Not Detected,0.0
TXN_00126785,True,94.3,Account Takeover,Not Detected,0.0
TXN_00126788,True,73.3,Stolen Card,ML Model,123.54
TXN_00126824,True,70.7,Stolen Card,ML Model,63.27
TXN_00127056,True,72.3,Synthetic Identity,ML Model,331.5
TXN_00127202,True,70.9,Friendly Fraud,Rule-Based,15.39
TXN_00127206,True,93.0,Stolen Card,ML Model,41.51
TXN_00127271,True,82.7,Card Testing,ML Model,208.0
TXN_00127482,True,82.3,Friendly Fraud,ML Model,33.08
TXN_00127485,True,66.4,Account Takeover,ML Model,26.56
TXN_00127615,True,68.8,Synthetic Identity,ML Model,480.58
TXN_00127705,True,79.3,Synthetic Identity,ML Model,388.63
TXN_00127766,True,62.6,Friendly Fraud,ML Model,99.38
TXN_00127888,True,91.7,Account Takeover,ML Model,281.48
TXN_00127940,True,86.9,Card Testing,ML Model,61.29
TXN_00127944,True,86.7,Account Takeover,ML Model,94.19
TXN_00128285,True,70.0,Stolen Card,ML Model,181.58
TXN_00128287,True,74.0,Account Takeover,ML Model,693.85
TXN_00128409,True,69.1,Account Takeover,ML Model,101.69
TXN_00128482,True,91.9,Card Testing,ML Model,472.79
TXN_00128535,True,84.0,Synthetic Identity,Not Detected,0.0
TXN_00128644,True,88.5,Stolen Card,ML Model,129.61
TXN_00128709,True,94.8,Stolen Card,ML Model,1297.61
TXN_00128711,True,91.7,Friendly Fraud,ML Model,317.76
TXN_00128735,True,78.8,Synthetic Identity,ML Model,536.55
TXN_00129019,True,93.7,Account Takeover,ML Model,291.19
TXN_00129057,True,63.3,Account Takeover,ML Model,18.09
TXN_00129075,True,80.2,Stolen Card,ML Model,197.25
TXN_00129154,True,73.1,Synthetic Identity,ML Model,124.34
TXN_00129194,True,91.9,Synthetic Identity,ML Model,289.04
TXN_00129201,True,81.6,Synthetic Identity,ML Model,90.74
TXN_00129254,True,62.2,Stolen Card,Manual Review,195.32
TXN_00129285,True,82.3,Account Takeover,ML Model,273.1
TXN_00129300,True,75.2,Account Takeover,Rule-Based,79.4
TXN_00129438,True,76.0,Stolen Card,ML Model,215.64
TXN_00129550,True,73.6,Friendly Fraud,Rule-Based,790.01
TXN_00129606,True,66.5,Stolen Card,ML Model,85.28
TXN_00129686,True,66.6,Card Testing,ML Model,72.8
TXN_00130013,True,78.1,Account Takeover,Rule-Based,127.99
TXN_00130051,True,90.9,Account Takeover,Not Detected,0.0
TXN_00130172,True,68.3,Synthetic Identity,ML Model,24.77
TXN_00130309,True,86.1,Stolen Card,ML Model,317.33
TXN_00130345,True,91.3,Card Testing,Rule-Based,52.43
TXN_00130429,True,74.5,Account Takeover,Rule-Based,3035.19
TXN_00130476,True,81.1,Card Testing,Rule-Based,38.88
TXN_00130497,True,90.7,Card Testing,Rule-Based,32.2
TXN_00130633,True,89.4,Account Takeover,ML Model,190.41
TXN_00130748,True,70.0,Stolen Card,Rule-Based,85.64
TXN_00130773,True,70.2,Account Takeover,ML Model,1885.16
TXN_00131023,True,91.1,Account Takeover,Rule-Based,646.76
TXN_00131213,True,72.3,Stolen Card,ML Model,66.05
TXN_00131289,True,94.6,Account Takeover,ML Model,26.42
TXN_00131383,True,78.6,Account Takeover,ML Model,1666.45
TXN_00131417,True,83.5,Synthetic Identity,Rule-Based,636.74
TXN_00131423,True,89.1,Stolen Card,ML Model,188.1
TXN_00131450,True,84.6,Card Testing,ML Model,184.91
TXN_00131713,True,83.3,Stolen Card,ML Model,728.91
TXN_00131722,True,66.0,Synthetic Identity,Manual Review,339.43
TXN_00131743,True,80.1,Account Takeover,Not Detected,0.0
TXN_00132013,True,62.6,Account Takeover,Rule-Based,59.92
TXN_00132132,True,67.3,Stolen Card,Manual Review,1104.98
TXN_00132335,True,63.7,Synthetic Identity,ML Model,923.76
TXN_00132407,True,76.5,Stolen Card,Rule-Based,153.18
TXN_00132484,True,94.5,Stolen Card,Not Detected,0.0
TXN_00132610,True,93.3,Account Takeover,Not Detected,0.0
TXN_00132672,True,70.0,Account Takeover,ML Model,190.19
TXN_00132713,True,82.0,Synthetic Identity,ML Model,1632.8
TXN_00132728,True,69.5,Friendly Fraud,ML Model,189.01
TXN_00132914,True,91.4,Synthetic Identity,Rule-Based,85.19
TXN_00132929,True,85.4,Account Takeover,Manual Review,226.18
TXN_00133084,True,78.2,Synthetic Identity,Not Detected,0.0
TXN_00133160,True,81.0,Account Takeover,Not Detected,0.0
TXN_00133179,True,76.1,Stolen Card,Rule-Based,44.15
TXN_00133287,True,94.2,Account Takeover,ML Model,314.54
TXN_00133449,True,66.0,Friendly Fraud,Rule-Based,1508.26
TXN_00133585,True,65.9,Synthetic Identity,ML Model,90.99
TXN_00133782,True,89.2,Friendly Fraud,Not Detected,0.0
TXN_00133811,True,94.7,Friendly Fraud,ML Model,125.69
TXN_00133812,True,72.2,Account Takeover,Rule-Based,61.56
TXN_00133836,True,79.5,Stolen Card,Rule-Based,183.29
TXN_00133895,True,83.9,Friendly Fraud,ML Model,38.0
TXN_00133896,True,62.1,Stolen Card,Not Detected,0.0
TXN_00133920,True,87.5,Card Testing,ML Model,98.92
TXN_00134165,True,87.9,Card Testing,ML Model,101.69
TXN_00134326,True,82.8,Account Takeover,Rule-Based,100.0
TXN_00134532,True,62.8,Account Takeover,ML Model,183.84
TXN_00134560,True,60.0,Card Testing,ML Model,67.98
TXN_00134721,True,63.6,Stolen Card,ML Model,207.7
TXN_00135034,True,64.6,Account Takeover,ML Model,161.55
TXN_00135360,True,74.1,Friendly Fraud,ML Model,35.08
TXN_00135469,True,80.4,Account Takeover,ML Model,611.93
TXN_00135504,True,74.8,Synthetic Identity,ML Model,84.81
TXN_00135749,True,79.6,Friendly Fraud,Not Detected,0.0
TXN_00135961,True,64.7,Friendly Fraud,ML Model,25.48
TXN_00135979,True,84.5,Stolen Card,ML Model,170.9
TXN_00136063,True,60.2,Account Takeover,ML Model,589.9
TXN_00136199,True,84.3,Synthetic Identity,ML Model,229.33
TXN_00136335,True,87.6,Card Testing,Rule-Based,58.69
TXN_00136355,True,75.6,Friendly Fraud,ML Model,121.71
TXN_00136487,True,66.5,Stolen Card,ML Model,725.63
TXN_00136540,True,86.6,Synthetic Identity,ML Model,55.03
TXN_00136558,True,66.5,Synthetic Identity,ML Model,255.03
TXN_00136774,True,91.8,Friendly Fraud,ML Model,31.99
TXN_00136775,True,94.8,Synthetic Identity,ML Model,179.15
TXN_00136795,True,79.3,Stolen Card,Rule-Based,301.02
TXN_00136920,True,79.3,Stolen Card,ML Model,70.03
TXN_00136954,True,92.3,Account Takeover,ML Model,153.01
TXN_00137158,True,67.4,Synthetic Identity,ML Model,78.3
TXN_00137164,True,75.3,Card Testing,ML Model,1377.61
TXN_00137191,True,64.6,Stolen Card,ML Model,70.86
TXN_00137219,True,89.4,Synthetic Identity,ML Model,423.35
TXN_00137248,True,69.5,Card Testing,ML Model,122.05
TXN_00137291,True,68.5,Synthetic Identity,ML Model,347.95
TXN_00137356,True,84.2,Stolen Card,Manual Review,186.86
TXN_00137411,True,77.2,Account Takeover,ML Model,368.42
TXN_00137472,True,83.2,Card Testing,Manual Review,805.92
TXN_00137564,True,90.4,Friendly Fraud,ML Model,205.07
TXN_00138037,True,66.3,Friendly Fraud,ML Model,284.95
TXN_00138094,True,91.7,Stolen Card,Rule-Based,661.84
TXN_00138104,True,62.5,Stolen Card,Rule-Based,320.55
TXN_00138227,True,84.1,Card Testing,Rule-Based,47.23
TXN_00138255,True,87.1,Friendly Fraud,ML Model,1079.74
TXN_00138463,True,80.9,Account Takeover,ML Model,396.1
TXN_00138516,True,84.3,Card Testing,ML Model,101.68
TXN_00138527,True,80.4,Stolen Card,ML Model,38.95
TXN_00138878,True,61.9,Synthetic Identity,ML Model,221.82
TXN_00138945,True,86.6,Card Testing,ML Model,18.25
TXN_00139025,True,85.6,Account Takeover,Rule-Based,236.61
TXN_00139110,True,74.7,Friendly Fraud,ML Model,104.8
TXN_00139194,True,89.6,Card Testing,Not Detected,0.0
TXN_00139195,True,91.7,Friendly Fraud,Rule-Based,338.32
TXN_00139208,True,63.7,Synthetic Identity,ML Model,378.04
TXN_00139264,True,66.9,Friendly Fraud,Rule-Based,411.74
TXN_00139408,True,64.6,Synthetic Identity,ML Model,75.3
TXN_00139813,True,66.2,Card Testing,Rule-Based,463.19
TXN_00139906,True,81.3,Synthetic Identity,ML Model,411.89
TXN_00139966,True,75.5,Account Takeover,Not Detected,0.0
TXN_00140005,True,67.4,Card Testing,ML Model,194.66
TXN_00140019,True,84.1,Card Testing,ML Model,392.66
TXN_00140112,True,77.0,Stolen Card,ML Model,89.31
TXN_00140152,True,85.3,Card Testing,Rule-Based,285.56
TXN_00140211,True,67.3,Synthetic Identity,Not Detected,0.0
TXN_00140228,True,81.6,Friendly Fraud,ML Model,407.48
TXN_00140250,True,77.7,Account Takeover,ML Model,442.05
TXN_00140302,True,86.4,Account Takeover,Rule-Based,33.48
TXN_00140359,True,70.5,Card Testing,Manual Review,64.29
TXN_00140392,True,71.7,Stolen Card,ML Model,275.71
TXN_00140428,True,83.9,Card Testing,ML Model,184.47
TXN_00140550,True,69.9,Synthetic Identity,Rule-Based,441.86
TXN_00140673,True,68.1,Stolen Card,ML Model,97.04
TXN_00140750,True,74.5,Synthetic Identity,Rule-Based,222.2
TXN_00140846,True,82.6,Account Takeover,ML Model,70.89
TXN_00140857,True,63.6,Card Testing,ML Model,140.86
TXN_00140860,True,75.1,Card Testing,ML Model,195.04
TXN_00140948,True,88.0,Card Testing,ML Model,156.78
TXN_00140999,True,76.7,Friendly Fraud,ML Model,286.19
TXN_00141001,True,65.5,Synthetic Identity,ML Model,46.54
TXN_00141122,True,90.2,Friendly Fraud,ML Model,17.71
TXN_00141200,True,91.7,Card Testing,ML Model,118.84
TXN_00141387,True,76.4,Friendly Fraud,Rule-Based,40.81
TXN_00141426,True,70.5,Account Takeover,ML Model,21.27
TXN_00141445,True,79.9,Account Takeover,Rule-Based,42.22
TXN_00141689,True,84.3,Stolen Card,Manual Review,31.31
TXN_00141714,True,93.3,Card Testing,ML Model,208.81
TXN_00141874,True,91.9,Stolen Card,Rule-Based,178.98
TXN_00141922,True,80.9,Synthetic Identity,Rule-Based,706.86
TXN_00141991,True,69.8,Synthetic Identity,ML Model,82.24
TXN_00142030,True,66.2,Friendly Fraud,ML Model,117.21
TXN_00142035,True,74.0,Account Takeover,ML Model,150.2
TXN_00142233,True,81.6,Stolen Card,ML Model,176.09
TXN_00142484,True,62.8,Card Testing,Rule-Based,15.48
TXN_00142550,True,80.4,Card Testing,ML Model,33.19
TXN_00142660,True,66.5,Stolen Card,ML Model,147.63
TXN_00142978,True,94.4,Account Takeover,ML Model,263.49
TXN_00143016,True,64.8,Stolen Card,ML Model,336.01
TXN_00143101,True,86.0,Synthetic Identity,ML Model,21.54
TXN_00143133,True,75.1,Synthetic Identity,ML Model,79.3
TXN_00143137,True,81.9,Account Takeover,Rule-Based,33.12
TXN_00143235,True,72.9,Card Testing,ML Model,192.46
TXN_00143302,True,74.5,Friendly Fraud,ML Model,134.05
TXN_00143479,True,60.9,Account Takeover,ML Model,61.62
TXN_00143500,True,75.1,Synthetic Identity,Rule-Based,164.9
TXN_00143566,True,92.2,Card Testing,ML Model,728.91
TXN_00143636,True,69.5,Friendly Fraud,ML Model,540.42
TXN_00143747,True,73.7,Account Takeover,Rule-Based,343.23
TXN_00143781,True,68.4,Account Takeover,ML Model,86.63
TXN_00143981,True,90.9,Synthetic Identity,Manual Review,98.75
TXN_00144169,True,61.4,Card Testing,ML Model,53.75
TXN_00144206,True,80.6,Card Testing,Manual Review,23.44
TXN_00144487,True,79.7,Card Testing,Rule-Based,128.63
TXN_00144571,True,68.8,Stolen Card,ML Model,13.83
TXN_00144582,True,88.9,Card Testing,Rule-Based,569.18
TXN_00144603,True,81.1,Card Testing,ML Model,335.44
TXN_00144711,True,81.3,Card Testing,ML Model,1114.98
TXN_00144714,True,79.0,Stolen Card,ML Model,37.8
TXN_00144726,True,86.2,Card Testing,Rule-Based,706.01
TXN_00144809,True,67.5,Synthetic Identity,Rule-Based,84.75
TXN_00144855,True,60.7,Card Testing,ML Model,40.64
TXN_00144886,True,80.0,Stolen Card,ML Model,510.24
TXN_00144917,True,66.0,Account Takeover,Rule-Based,291.05
TXN_00144930,True,68.5,Card Testing,ML Model,178.25
TXN_00144997,True,76.6,Account Takeover,Rule-Based,497.23
TXN_00145031,True,69.6,Friendly Fraud,ML Model,94.74
TXN_00145093,True,88.2,Stolen Card,Rule-Based,231.73
TXN_00145111,True,78.3,Account Takeover,ML Model,26.73
TXN_00145136,True,84.7,Stolen Card,ML Model,65.22
TXN_00145149,True,74.8,Synthetic Identity,ML Model,31.23
TXN_00145251,True,82.6,Friendly Fraud,Manual Review,42.15
TXN_00145568,True,79.9,Friendly Fraud,Rule-Based,57.32
TXN_00145578,True,78.0,Synthetic Identity,ML Model,129.67
TXN_00145581,True,83.8,Friendly Fraud,ML Model,178.04
TXN_00145607,True,68.5,Synthetic Identity,ML Model,215.65
TXN_00145613,True,91.4,Stolen Card,Manual Review,45.52
TXN_00145697,True,84.1,Friendly Fraud,Rule-Based,16.25
TXN_00145775,True,82.2,Synthetic Identity,ML Model,1322.9
TXN_00145796,True,77.3,Stolen Card,Rule-Based,34.83
TXN_00145830,True,85.8,Friendly Fraud,ML Model,27.36
TXN_00145929,True,69.6,Account Takeover,ML Model,99.31
TXN_00146164,True,65.7,Friendly Fraud,Not Detected,0.0
TXN_00146178,True,79.5,Card Testing,Rule-Based,93.64
TXN_00146330,True,81.7,Stolen Card,ML Model,103.46
TXN_00146333,True,75.9,Stolen Card,Manual Review,42.64
TXN_00146570,True,75.3,Stolen Card,ML Model,79.86
TXN_00146818,True,78.6,Synthetic Identity,ML Model,315.92
TXN_00146885,True,84.2,Account Takeover,Rule-Based,34.53
TXN_00146963,True,86.7,Account Takeover,Rule-Based,162.88
TXN_00147082,True,94.4,Synthetic Identity,ML Model,25.65
TXN_00147132,True,82.5,Card Testing,ML Model,154.82
TXN_00147163,True,71.9,Friendly Fraud,ML Model,106.44
TXN_00147185,True,77.2,Account Takeover,ML Model,32.07
TXN_00147297,True,68.2,Friendly Fraud,ML Model,18.96
TXN_00147330,True,69.4,Friendly Fraud,ML Model,46.42
TXN_00147333,True,87.7,Card Testing,Manual Review,29.61
TXN_00147366,True,67.3,Account Takeover,ML Model,121.47
TXN_00147407,True,63.0,Account Takeover,ML Model,33.91
TXN_00147551,True,62.6,Friendly Fraud,Manual Review,105.72
TXN_00147747,True,78.5,Account Takeover,ML Model,452.18
TXN_00147761,True,75.6,Friendly Fraud,ML Model,89.35
TXN_00147838,True,79.0,Synthetic Identity,ML Model,233.93
TXN_00147852,True,70.1,Card Testing,ML Model,438.48
TXN_00147897,True,80.7,Account Takeover,Not Detected,0.0
TXN_00147912,True,85.3,Account Takeover,ML Model,252.46
TXN_00147942,True,62.5,Account Takeover,ML Model,64.86
TXN_00147970,True,76.9,Account Takeover,ML Model,265.79
TXN_00147989,True,72.6,Card Testing,ML Model,96.66
TXN_00148104,True,84.0,Stolen Card,Manual Review,20.47
TXN_00148138,True,78.9,Friendly Fraud,ML Model,131.75
TXN_00148221,True,67.1,Card Testing,ML Model,78.13
TXN_00148227,True,74.8,Card Testing,Rule-Based,112.42
TXN_00148361,True,86.3,Stolen Card,ML Model,60.47
TXN_00148380,True,88.9,Stolen Card,ML Model,579.84
TXN_00148389,True,76.8,Account Takeover,Rule-Based,26.58
TXN_00148419,True,89.5,Friendly Fraud,Rule-Based,511.54
TXN_00148478,True,92.9,Account Takeover,Not Detected,0.0
TXN_00148990,True,78.1,Account Takeover,Manual Review,757.84
TXN_00149066,True,74.0,Stolen Card,ML Model,369.71
TXN_00149203,True,80.7,Synthetic Identity,ML Model,46.87
TXN_00149253,True,84.6,Stolen Card,ML Model,93.27
TXN_00149258,True,77.9,Account Takeover,ML Model,66.62
TXN_00149348,True,73.0,Stolen Card,Rule-Based,113.92
TXN_00149361,True,60.4,Account Takeover,Rule-Based,208.66
TXN_00149366,True,85.8,Synthetic Identity,ML Model,877.68
TXN_00149532,True,76.1,Synthetic Identity,ML Model,2610.64
TXN_00149555,True,68.9,Friendly Fraud,Rule-Based,46.19
TXN_00149739,True,94.0,Friendly Fraud,Manual Review,11.47
TXN_00149758,True,86.6,Card Testing,Not Detected,0.0
TXN_00149792,True,87.3,Synthetic Identity,ML Model,18.65
TXN_00149893,True,80.1,Friendly Fraud,ML Model,59.64
TXN_00149917,True,72.6,Stolen Card,ML Model,42.25
TXN_00149942,True,73.2,Stolen Card,ML Model,209.1
TXN_00150068,True,70.3,Stolen Card,Rule-Based,212.93
TXN_00150189,True,69.9,Synthetic Identity,Rule-Based,558.99
TXN_00150282,True,89.7,Stolen Card,ML Model,62.97
TXN_00150292,True,80.8,Stolen Card,ML Model,19.42
TXN_00150340,True,67.4,Card Testing,Rule-Based,289.61
TXN_00150369,True,93.3,Stolen Card,Not Detected,0.0
TXN_00150393,True,63.0,Account Takeover,ML Model,113.89
TXN_00150509,True,69.8,Card Testing,ML Model,71.5
TXN_00150673,True,63.5,Card Testing,Rule-Based,54.52
TXN_00150846,True,93.9,Stolen Card,ML Model,83.53
TXN_00150902,True,74.5,Synthetic Identity,ML Model,319.89
TXN_00150986,True,76.7,Stolen Card,ML Model,30.2
TXN_00151020,True,90.9,Synthetic Identity,ML Model,64.34
TXN_00151108,True,75.5,Stolen Card,ML Model,932.93
TXN_00151124,True,82.5,Friendly Fraud,ML Model,27.87
TXN_00151159,True,60.1,Account Takeover,ML Model,325.13
TXN_00151237,True,79.7,Account Takeover,Not Detected,0.0
TXN_00151271,True,76.4,Account Takeover,ML Model,93.05
TXN_00151290,True,91.8,Card Testing,ML Model,32.6
TXN_00151292,True,94.9,Synthetic Identity,ML Model,36.86
TXN_00151339,True,79.4,Friendly Fraud,Rule-Based,1534.18
TXN_00151341,True,69.7,Stolen Card,ML Model,23.09
TXN_00151365,True,72.8,Card Testing,Rule-Based,41.02
TXN_00151517,True,91.6,Synthetic Identity,Rule-Based,57.88
TXN_00151547,True,82.0,Account Takeover,Not Detected,0.0
TXN_00151552,True,80.3,Synthetic Identity,ML Model,234.69
TXN_00151609,True,78.6,Stolen Card,Rule-Based,38.96
TXN_00151683,True,72.2,Friendly Fraud,ML Model,494.42
TXN_00151720,True,69.3,Account Takeover,ML Model,364.76
TXN_00151741,True,83.4,Card Testing,Rule-Based,138.5
TXN_00151958,True,94.4,Synthetic Identity,ML Model,51.88
TXN_00151998,True,73.1,Synthetic Identity,Not Detected,0.0
TXN_00152096,True,67.9,Synthetic Identity,ML Model,114.34
TXN_00152196,True,88.6,Account Takeover,ML Model,91.36
TXN_00152414,True,92.2,Friendly Fraud,ML Model,59.84
TXN_00152419,True,73.9,Stolen Card,ML Model,134.08
TXN_00152601,True,77.8,Stolen Card,ML Model,66.68
TXN_00152648,True,78.4,Account Takeover,ML Model,103.44
TXN_00153116,True,83.0,Friendly Fraud,ML Model,100.39
TXN_00153173,True,90.2,Stolen Card,ML Model,1504.56
TXN_00153184,True,83.2,Card Testing,ML Model,2724.05
TXN_00153219,True,63.4,Account Takeover,ML Model,15.62
TXN_00153310,True,63.9,Synthetic Identity,ML Model,53.96
TXN_00153322,True,61.0,Account Takeover,Rule-Based,131.63
TXN_00153435,True,60.8,Friendly Fraud,ML Model,89.15
TXN_00153559,True,62.3,Account Takeover,Rule-Based,65.66
TXN_00153724,True,67.1,Account Takeover,ML Model,89.88
TXN_00153732,True,84.4,Stolen Card,Rule-Based,327.49
TXN_00153754,True,85.5,Friendly Fraud,ML Model,95.23
TXN_00153879,True,64.5,Account Takeover,ML Model,123.5
TXN_00153903,True,89.0,Synthetic Identity,ML Model,31.67
TXN_00153908,True,62.4,Stolen Card,ML Model,882.2
TXN_00153917,True,71.9,Card Testing,ML Model,106.5
TXN_00153967,True,66.5,Card Testing,ML Model,93.02
TXN_00153981,True,77.8,Stolen Card,Rule-Based,1818.53
TXN_00154071,True,68.4,Card Testing,ML Model,91.41
TXN_00154155,True,91.5,Account Takeover,ML Model,81.12
TXN_00154348,True,61.3,Friendly Fraud,Rule-Based,37.31
TXN_00154461,True,86.0,Friendly Fraud,Not Detected,0.0
TXN_00154476,True,93.8,Synthetic Identity,ML Model,1651.79
TXN_00154800,True,71.3,Stolen Card,ML Model,192.62
TXN_00155013,True,87.5,Card Testing,ML Model,43.87
TXN_00155081,True,91.3,Synthetic Identity,ML Model,253.2
TXN_00155084,True,79.9,Card Testing,ML Model,323.0
TXN_00155101,True,79.4,Card Testing,Rule-Based,951.65
TXN_00155178,True,81.2,Friendly Fraud,Not Detected,0.0
TXN_00155208,True,66.3,Card Testing,ML Model,888.68
TXN_00155367,True,86.8,Card Testing,Rule-Based,280.33
TXN_00155504,True,65.6,Card Testing,ML Model,374.47
TXN_00155553,True,70.7,Stolen Card,ML Model,108.96
TXN_00155600,True,87.3,Card Testing,Rule-Based,165.66
TXN_00155921,True,63.1,Synthetic Identity,ML Model,262.21
TXN_00155969,True,93.7,Friendly Fraud,ML Model,2148.08
TXN_00155978,True,82.0,Card Testing,Rule-Based,105.39
TXN_00156128,True,73.0,Friendly Fraud,Rule-Based,119.56
TXN_00156146,True,74.2,Account Takeover,ML Model,20.92
TXN_00156614,True,67.5,Friendly Fraud,ML Model,629.54
TXN_00156616,True,78.8,Synthetic Identity,Not Detected,0.0
TXN_00156643,True,90.9,Stolen Card,ML Model,49.54
TXN_00156731,True,69.0,Account Takeover,ML Model,594.65
TXN_00156788,True,62.4,Friendly Fraud,ML Model,33.19
TXN_00156897,True,66.0,Stolen Card,ML Model,64.41
TXN_00156999,True,87.8,Friendly Fraud,ML Model,43.09
TXN_00157104,True,92.6,Stolen Card,ML Model,203.0
TXN_00157154,True,60.9,Synthetic Identity,ML Model,240.49
TXN_00157235,True,77.4,Stolen Card,ML Model,36.94
TXN_00157267,True,66.9,Synthetic Identity,Rule-Based,266.71
TXN_00157305,True,79.7,Friendly Fraud,Rule-Based,86.29
TXN_00157326,True,83.7,Friendly Fraud,ML Model,244.36
TXN_00157660,True,71.1,Card Testing,ML Model,26.58
TXN_00157753,True,78.8,Stolen Card,ML Model,29.68
TXN_00157893,True,70.0,Account Takeover,Rule-Based,71.47
TXN_00158085,True,75.9,Synthetic Identity,ML Model,66.17
TXN_00158118,True,85.1,Friendly Fraud,ML Model,9.5
TXN_00158232,True,77.7,Card Testing,Rule-Based,51.55
TXN_00158338,True,69.9,Account Takeover,ML Model,231.31
TXN_00158359,True,60.2,Stolen Card,Rule-Based,310.08
TXN_00158393,True,85.8,Card Testing,Rule-Based,254.26
TXN_00158440,True,94.0,Account Takeover,Not Detected,0.0
TXN_00158785,True,71.6,Synthetic Identity,Rule-Based,66.86
TXN_00158839,True,60.7,Friendly Fraud,Rule-Based,44.27
TXN_00158924,True,94.5,Synthetic Identity,ML Model,88.75
TXN_00159103,True,84.2,Stolen Card,ML Model,130.38
TXN_00159522,True,68.5,Friendly Fraud,Rule-Based,153.3
TXN_00159710,True,88.0,Card Testing,ML Model,165.28
TXN_00159776,True,78.8,Card Testing,ML Model,204.68
TXN_00159877,True,76.1,Card Testing,Rule-Based,446.37
TXN_00159880,True,68.8,Card Testing,ML Model,154.5
TXN_00159946,True,67.0,Card Testing,ML Model,29.95
TXN_00160054,True,83.8,Stolen Card,ML Model,117.66
TXN_00160061,True,80.7,Stolen Card,Rule-Based,27.2
TXN_00160152,True,83.3,Synthetic Identity,ML Model,86.05
TXN_00160172,True,75.5,Stolen Card,Manual Review,47.93
TXN_00160395,True,69.7,Card Testing,Rule-Based,45.22
TXN_00160561,True,89.1,Account Takeover,Rule-Based,373.39
TXN_00160627,True,90.3,Account Takeover,ML Model,693.85
TXN_00160811,True,90.6,Account Takeover,Rule-Based,1484.87
TXN_00160814,True,63.1,Stolen Card,Rule-Based,185.21
TXN_00160833,True,67.2,Synthetic Identity,ML Model,94.9
TXN_00160997,True,70.7,Friendly Fraud,ML Model,49.99
