merchant_id,merchant_name,category,country,signup_date,transaction_volume_tier
MERCH_00410,Merchant_410,Digital Services,USA,2024-02-19,Small
MERCH_00411,Merchant_411,Retail,France,2024-04-29,Small
MERCH_00412,Merchant_412,Transportation,USA,2024-06-20,Small
MERCH_00413,Merchant_413,Entertainment,UK,2024-04-27,Small
MERCH_00414,Merchant_414,Travel,USA,2024-03-23,Small
MERCH_00415,Merchant_415,Utilities,UAE,2024-06-14,Enterprise
MERCH_00416,Merchant_416,Education,France,2024-07-13,Medium
MERCH_00417,Merchant_417,Education,USA,2024-02-29,Large
MERCH_00418,Merchant_418,Entertainment,USA,2024-09-05,Small
MERCH_00419,Merchant_419,Healthcare,India,2024-07-29,Medium
MERCH_00420,Merchant_420,Transportation,Canada,2024-04-04,Small
MERCH_00421,Merchant_421,Digital Services,Germany,2024-05-23,Medium
MERCH_00422,Merchant_422,Healthcare,UK,2024-09-22,Large
MERCH_00423,Merchant_423,Travel,Germany,2024-05-20,Small
MERCH_00424,Merchant_424,Retail,Brazil,2024-07-27,Small
MERCH_00425,Merchant_425,Digital Services,Singapore,2024-09-06,Medium
MERCH_00426,Merchant_426,Digital Services,USA,2024-07-11,Large
MERCH_00427,Merchant_427,Travel,USA,2024-05-26,Medium
MERCH_00428,Merchant_428,Entertainment,UK,2024-01-29,Large
MERCH_00429,Merchant_429,Utilities,Canada,2024-10-02,Small
MERCH_00430,Merchant_430,Transportation,Brazil,2024-08-20,Small
MERCH_00431,Merchant_431,Utilities,USA,2024-08-22,Small
MERCH_00432,Merchant_432,Education,UK,2024-10-23,Enterprise
MERCH_00433,Merchant_433,Transportation,Canada,2024-07-04,Small
MERCH_00434,Merchant_434,Education,Canada,2024-04-20,Medium
MERCH_00435,Merchant_435,Education,USA,2024-07-11,Medium
MERCH_00436,Merchant_436,Travel,Canada,2024-02-05,Small
MERCH_00437,Merchant_437,Travel,France,2024-05-20,Small
MERCH_00438,Merchant_438,Food & Dining,UK,2024-01-02,Medium
MERCH_00439,Merchant_439,Healthcare,USA,2024-10-09,Medium
MERCH_00440,Merchant_440,Travel,Canada,2024-04-06,Small
MERCH_00441,Merchant_441,Utilities,UK,2024-01-01,Small
MERCH_00442,Merchant_442,Travel,USA,2024-08-26,Medium
MERCH_00443,Merchant_443,E-commerce,USA,2024-01-21,Small
MERCH_00444,Merchant_444,Utilities,France,2024-01-28,Small
MERCH_00445,Merchant_445,Food & Dining,USA,2024-07-19,Medium
MERCH_00446,Merchant_446,Retail,Canada,2024-05-05,Large
MERCH_00447,Merchant_447,E-commerce,Germany,2024-05-01,Enterprise
MERCH_00448,Merchant_448,Travel,USA,2024-07-11,Small
MERCH_00449,Merchant_449,Utilities,UK,2024-01-29,Medium
MERCH_00450,Merchant_450,E-commerce,Canada,2024-03-06,Small
MERCH_00451,Merchant_451,Travel,USA,2024-09-05,Medium
MERCH_00452,Merchant_452,Food & Dining,Singapore,2024-04-06,Small
MERCH_00453,Merchant_453,Education,Australia,2024-03-03,Medium
MERCH_00454,Merchant_454,Digital Services,USA,2024-06-20,Enterprise
MERCH_00455,Merchant_455,Education,USA,2024-08-04,Medium
MERCH_00456,Merchant_456,Retail,USA,2024-08-28,Medium
MERCH_00457,Merchant_457,Digital Services,Australia,2024-03-24,Small
MERCH_00458,Merchant_458,Food & Dining,USA,2024-08-03,Small
MERCH_00459,Merchant_459,E-commerce,USA,2024-02-05,Large
MERCH_00460,Merchant_460,Digital Services,India,2024-09-07,Small
MERCH_00461,Merchant_461,E-commerce,Germany,2024-04-11,Large
MERCH_00462,Merchant_462,Food & Dining,Brazil,2024-08-07,Small
MERCH_00463,Merchant_463,Travel,UAE,2024-04-05,Small
MERCH_00464,Merchant_464,Retail,USA,2024-03-15,Large
MERCH_00465,Merchant_465,Digital Services,India,2024-05-29,Enterprise
MERCH_00466,Merchant_466,Digital Services,Australia,2024-06-13,Small
MERCH_00467,Merchant_467,Retail,USA,2024-10-06,Medium
MERCH_00468,Merchant_468,Utilities,USA,2024-10-19,Large
MERCH_00469,Merchant_469,Food & Dining,USA,2024-08-28,Medium
MERCH_00470,Merchant_470,Digital Services,Brazil,2024-08-18,Small
MERCH_00471,Merchant_471,Transportation,Germany,2024-08-20,Medium
MERCH_00472,Merchant_472,Entertainment,USA,2024-04-10,Large
MERCH_00473,Merchant_473,Healthcare,USA,2024-10-05,Small
MERCH_00474,Merchant_474,Transportation,UK,2024-04-03,Small
MERCH_00475,Merchant_475,Digital Services,Singapore,2024-06-02,Small
MERCH_00476,Merchant_476,Retail,UK,2024-04-09,Small
MERCH_00477,Merchant_477,Education,Singapore,2024-09-14,Medium
MERCH_00478,Merchant_478,Education,France,2024-03-20,Small
MERCH_00479,Merchant_479,Travel,Canada,2024-02-02,Medium
MERCH_00480,Merchant_480,Utilities,USA,2024-05-23,Small
MERCH_00481,Merchant_481,Entertainment,USA,2024-08-09,Medium
MERCH_00482,Merchant_482,Education,Germany,2024-03-26,Small
MERCH_00483,Merchant_483,Healthcare,USA,2024-03-22,Small
MERCH_00484,Merchant_484,Digital Services,USA,2024-03-25,Small
MERCH_00485,Merchant_485,Retail,USA,2024-04-05,Small
MERCH_00486,Merchant_486,Retail,Brazil,2024-03-23,Small
MERCH_00487,Merchant_487,Entertainment,USA,2024-09-28,Small
MERCH_00488,Merchant_488,Entertainment,France,2024-04-24,Medium
MERCH_00489,Merchant_489,E-commerce,UK,2024-04-10,Small
MERCH_00490,Merchant_490,Education,USA,2024-09-24,Small
MERCH_00491,Merchant_491,Entertainment,France,2024-02-12,Medium
MERCH_00492,Merchant_492,Education,Singapore,2024-04-10,Medium
MERCH_00493,Merchant_493,Retail,Australia,2024-09-13,Large
MERCH_00494,Merchant_494,Entertainment,USA,2024-06-15,Large
MERCH_00495,Merchant_495,Food & Dining,India,2024-03-31,Large
MERCH_00496,Merchant_496,Transportation,UK,2024-03-24,Medium
MERCH_00497,Merchant_497,Food & Dining,Australia,2024-04-21,Enterprise
MERCH_00498,Merchant_498,Entertainment,Brazil,2024-06-21,Medium
MERCH_00499,Merchant_499,Digital Services,Canada,2024-01-15,Medium
MERCH_00500,Merchant_500,Digital Services,USA,2024-07-16,Enterprise
MERCH_00501,Merchant_501,Digital Services,UK,2024-03-15,Small
MERCH_00502,Merchant_502,Entertainment,UK,2024-09-05,Enterprise
MERCH_00503,Merchant_503,Utilities,USA,2024-01-15,Small
MERCH_00504,Merchant_504,Food & Dining,India,2024-10-24,Medium
MERCH_00505,Merchant_505,Healthcare,Canada,2024-05-29,Small
MERCH_00506,Merchant_506,Utilities,USA,2024-01-22,Small
MERCH_00507,Merchant_507,Utilities,USA,2024-02-19,Medium
MERCH_00508,Merchant_508,Food & Dining,USA,2024-05-22,Medium
MERCH_00509,Merchant_509,E-commerce,India,2024-06-02,Small
MERCH_00510,Merchant_510,Entertainment,Germany,2024-02-08,Small
MERCH_00511,Merchant_511,Education,Canada,2024-03-28,Large
MERCH_00512,Merchant_512,Digital Services,UK,2024-06-08,Small
MERCH_00513,Merchant_513,Education,USA,2024-06-22,Enterprise
MERCH_00514,Merchant_514,Entertainment,India,2024-03-23,Large
MERCH_00515,Merchant_515,E-commerce,UK,2024-04-04,Enterprise
MERCH_00516,Merchant_516,Travel,Canada,2024-03-20,Small
MERCH_00517,Merchant_517,Education,USA,2024-05-08,Medium
MERCH_00518,Merchant_518,Transportation,Canada,2024-07-08,Small
MERCH_00519,Merchant_519,Travel,USA,2024-07-17,Medium
MERCH_00520,Merchant_520,Healthcare,Canada,2024-08-14,Large
MERCH_00521,Merchant_521,Healthcare,India,2024-01-14,Small
MERCH_00522,Merchant_522,Travel,USA,2024-09-24,Enterprise
MERCH_00523,Merchant_523,Entertainment,USA,2024-10-17,Small
MERCH_00524,Merchant_524,E-commerce,Canada,2024-04-22,Medium
MERCH_00525,Merchant_525,Healthcare,France,2024-10-21,Small
MERCH_00526,Merchant_526,Transportation,USA,2024-04-26,Medium
MERCH_00527,Merchant_527,Education,Canada,2024-06-27,Small
MERCH_00528,Merchant_528,Healthcare,USA,2024-01-18,Enterprise
MERCH_00529,Merchant_529,Digital Services,UK,2024-05-23,Small
MERCH_00530,Merchant_530,Retail,UK,2024-07-31,Small
MERCH_00531,Merchant_531,E-commerce,UK,2024-03-21,Large
MERCH_00532,Merchant_532,E-commerce,USA,2024-04-06,Small
MERCH_00533,Merchant_533,Travel,USA,2024-04-10,Medium
MERCH_00534,Merchant_534,Digital Services,India,2024-08-23,Large
MERCH_00535,Merchant_535,Utilities,UAE,2024-05-22,Medium
MERCH_00536,Merchant_536,Retail,USA,2024-02-27,Medium
MERCH_00537,Merchant_537,Food & Dining,Germany,2024-06-29,Medium
MERCH_00538,Merchant_538,Utilities,USA,2024-04-10,Medium
MERCH_00539,Merchant_539,Education,UK,2024-06-24,Medium
MERCH_00540,Merchant_540,Retail,USA,2024-10-10,Large
MERCH_00541,Merchant_541,Retail,Germany,2024-04-29,Medium
MERCH_00542,Merchant_542,Retail,Australia,2024-04-16,Small
MERCH_00543,Merchant_543,Healthcare,USA,2024-09-24,Medium
MERCH_00544,Merchant_544,Food & Dining,France,2024-08-16,Enterprise
MERCH_00545,Merchant_545,Education,Brazil,2024-09-17,Small
MERCH_00546,Merchant_546,Healthcare,Australia,2024-10-25,Small
MERCH_00547,Merchant_547,Utilities,Australia,2024-07-05,Small
MERCH_00548,Merchant_548,Healthcare,USA,2024-02-10,Large
MERCH_00549,Merchant_549,Food & Dining,India,2024-01-12,Enterprise
MERCH_00550,Merchant_550,Food & Dining,USA,2024-06-23,Small
MERCH_00551,Merchant_551,Healthcare,Canada,2024-05-04,Small
MERCH_00552,Merchant_552,Transportation,USA,2024-01-17,Large
MERCH_00553,Merchant_553,Education,Canada,2024-10-23,Medium
MERCH_00554,Merchant_554,Utilities,UAE,2024-05-17,Large
MERCH_00555,Merchant_555,Digital Services,India,2024-06-23,Small
MERCH_00556,Merchant_556,Utilities,USA,2024-10-14,Large
MERCH_00557,Merchant_557,Food & Dining,India,2024-09-03,Small
MERCH_00558,Merchant_558,Travel,India,2024-07-04,Small
MERCH_00559,Merchant_559,Travel,Germany,2024-10-19,Medium
MERCH_00560,Merchant_560,Entertainment,USA,2024-06-25,Small
MERCH_00561,Merchant_561,Retail,Canada,2024-01-31,Enterprise
MERCH_00562,Merchant_562,Retail,Germany,2024-09-17,Medium
MERCH_00563,Merchant_563,Digital Services,USA,2024-04-04,Enterprise
MERCH_00564,Merchant_564,Education,USA,2024-06-25,Large
MERCH_00565,Merchant_565,Digital Services,UK,2024-09-01,Small
MERCH_00566,Merchant_566,Travel,India,2024-03-07,Small
MERCH_00567,Merchant_567,Travel,USA,2024-04-25,Medium
MERCH_00568,Merchant_568,Transportation,UK,2024-04-03,Large
MERCH_00569,Merchant_569,Retail,Canada,2024-04-07,Small
MERCH_00570,Merchant_570,Utilities,UK,2024-01-08,Small
MERCH_00571,Merchant_571,Entertainment,USA,2024-01-03,Small
MERCH_00572,Merchant_572,Transportation,USA,2024-09-03,Small
MERCH_00573,Merchant_573,E-commerce,USA,2024-01-03,Small
MERCH_00574,Merchant_574,Entertainment,Canada,2024-10-13,Medium
MERCH_00575,Merchant_575,Digital Services,USA,2024-08-03,Small
MERCH_00576,Merchant_576,Entertainment,Canada,2024-02-05,Medium
MERCH_00577,Merchant_577,Food & Dining,France,2024-10-12,Small
MERCH_00578,Merchant_578,Retail,UK,2024-08-11,Small
MERCH_00579,Merchant_579,Healthcare,USA,2024-06-04,Small
MERCH_00580,Merchant_580,Healthcare,USA,2024-09-14,Medium
MERCH_00581,Merchant_581,Education,USA,2024-06-01,Small
MERCH_00582,Merchant_582,E-commerce,USA,2024-07-20,Large
MERCH_00583,Merchant_583,Education,USA,2024-08-21,Small
MERCH_00584,Merchant_584,Retail,Germany,2024-05-25,Small
MERCH_00585,Merchant_585,Retail,USA,2024-08-26,Small
MERCH_00586,Merchant_586,Transportation,France,2024-06-28,Small
MERCH_00587,Merchant_587,Digital Services,USA,2024-03-27,Large
MERCH_00588,Merchant_588,E-commerce,USA,2024-02-20,Small
MERCH_00589,Merchant_589,Food & Dining,USA,2024-05-17,Small
MERCH_00590,Merchant_590,Digital Services,France,2024-10-07,Large
MERCH_00591,Merchant_591,Food & Dining,UAE,2024-05-07,Small
MERCH_00592,Merchant_592,Healthcare,Germany,2024-07-06,Enterprise
MERCH_00593,Merchant_593,Utilities,Brazil,2024-07-13,Small
MERCH_00594,Merchant_594,Digital Services,USA,2024-07-04,Small
MERCH_00595,Merchant_595,Healthcare,USA,2024-01-22,Small
MERCH_00596,Merchant_596,Entertainment,UK,2024-10-11,Small
MERCH_00597,Merchant_597,Travel,USA,2024-07-14,Small
MERCH_00598,Merchant_598,Transportation,India,2024-10-19,Medium
MERCH_00599,Merchant_599,E-commerce,UAE,2024-03-10,Small
MERCH_00600,Merchant_600,Healthcare,USA,2024-03-12,Small
MERCH_00601,Merchant_601,Food & Dining,USA,2024-08-22,Medium
MERCH_00602,Merchant_602,Transportation,Canada,2024-01-01,Medium
MERCH_00603,Merchant_603,Digital Services,UK,2024-03-29,Small
MERCH_00604,Merchant_604,Digital Services,USA,2024-06-19,Small
MERCH_00605,Merchant_605,Utilities,UK,2024-03-07,Small
MERCH_00606,Merchant_606,Travel,UAE,2024-07-07,Small
MERCH_00607,Merchant_607,Food & Dining,Brazil,2024-05-15,Small
MERCH_00608,Merchant_608,Healthcare,UK,2024-02-22,Small
MERCH_00609,Merchant_609,Travel,France,2024-02-26,Medium
MERCH_00610,Merchant_610,Utilities,USA,2024-02-01,Small
MERCH_00611,Merchant_611,Healthcare,Singapore,2024-07-07,Small
MERCH_00612,Merchant_612,Digital Services,USA,2024-06-30,Large
MERCH_00613,Merchant_613,Food & Dining,Germany,2024-07-29,Large
MERCH_00614,Merchant_614,Retail,Germany,2024-04-01,Small
MERCH_00615,Merchant_615,E-commerce,USA,2024-06-04,Medium
MERCH_00616,Merchant_616,Education,USA,2024-02-06,Enterprise
MERCH_00617,Merchant_617,Utilities,USA,2024-03-14,Small
MERCH_00618,Merchant_618,Food & Dining,USA,2024-08-04,Small
MERCH_00619,Merchant_619,Food & Dining,Canada,2024-07-27,Large
MERCH_00620,Merchant_620,E-commerce,Australia,2024-08-16,Small
MERCH_00621,Merchant_621,Digital Services,India,2024-08-03,Medium
MERCH_00622,Merchant_622,Food & Dining,India,2024-09-16,Small
MERCH_00623,Merchant_623,Food & Dining,Brazil,2024-01-14,Small
MERCH_00624,Merchant_624,Digital Services,Australia,2024-10-18,Medium
MERCH_00625,Merchant_625,Education,Singapore,2024-05-15,Medium
MERCH_00626,Merchant_626,Utilities,India,2024-01-26,Small
MERCH_00627,Merchant_627,Utilities,UK,2024-06-09,Medium
MERCH_00628,Merchant_628,Retail,USA,2024-10-18,Small
MERCH_00629,Merchant_629,Entertainment,USA,2024-07-24,Small
MERCH_00630,Merchant_630,Digital Services,Canada,2024-06-03,Small
MERCH_00631,Merchant_631,Retail,Canada,2024-09-04,Large
MERCH_00632,Merchant_632,Food & Dining,France,2024-01-19,Small
MERCH_00633,Merchant_633,Transportation,Canada,2024-05-07,Small
MERCH_00634,Merchant_634,E-commerce,UK,2024-04-12,Small
MERCH_00635,Merchant_635,Digital Services,India,2024-08-05,Small
MERCH_00636,Merchant_636,Education,USA,2024-05-16,Small
MERCH_00637,Merchant_637,Entertainment,USA,2024-03-28,Small
MERCH_00638,Merchant_638,Healthcare,Australia,2024-05-27,Large
MERCH_00639,Merchant_639,Food & Dining,France,2024-06-15,Small
MERCH_00640,Merchant_640,Digital Services,UK,2024-04-11,Medium
MERCH_00641,Merchant_641,Food & Dining,USA,2024-03-20,Small
MERCH_00642,Merchant_642,E-commerce,France,2024-01-13,Large
MERCH_00643,Merchant_643,Utilities,Canada,2024-08-08,Small
MERCH_00644,Merchant_644,Travel,UK,2024-06-12,Small
MERCH_00645,Merchant_645,Travel,USA,2024-05-18,Medium
MERCH_00646,Merchant_646,Retail,Australia,2024-04-25,Small
MERCH_00647,Merchant_647,Healthcare,UAE,2024-03-12,Large
MERCH_00648,Merchant_648,Education,France,2024-07-27,Medium
MERCH_00649,Merchant_649,Digital Services,India,2024-02-04,Large
MERCH_00650,Merchant_650,Food & Dining,USA,2024-05-31,Enterprise
MERCH_00651,Merchant_651,Utilities,Canada,2024-04-22,Medium
MERCH_00652,Merchant_652,Travel,France,2024-06-01,Large
MERCH_00653,Merchant_653,Food & Dining,USA,2024-01-31,Small
MERCH_00654,Merchant_654,Travel,USA,2024-04-16,Small
MERCH_00655,Merchant_655,Food & Dining,USA,2024-09-01,Medium
MERCH_00656,Merchant_656,Travel,UK,2024-02-06,Large
MERCH_00657,Merchant_657,Food & Dining,USA,2024-06-25,Small
MERCH_00658,Merchant_658,Healthcare,Germany,2024-03-17,Large
MERCH_00659,Merchant_659,E-commerce,Brazil,2024-05-16,Medium
MERCH_00660,Merchant_660,Utilities,India,2024-04-07,Small
MERCH_00661,Merchant_661,Travel,Canada,2024-03-02,Medium
MERCH_00662,Merchant_662,Utilities,USA,2024-01-23,Medium
MERCH_00663,Merchant_663,Digital Services,USA,2024-02-03,Large
MERCH_00664,Merchant_664,Travel,UK,2024-06-20,Small
MERCH_00665,Merchant_665,Entertainment,UK,2024-07-29,Small
MERCH_00666,Merchant_666,Food & Dining,Australia,2024-09-30,Small
MERCH_00667,Merchant_667,Food & Dining,USA,2024-05-06,Large
MERCH_00668,Merchant_668,Entertainment,UK,2024-01-16,Medium
MERCH_00669,Merchant_669,Food & Dining,USA,2024-07-05,Small
MERCH_00670,Merchant_670,Travel,USA,2024-05-03,Enterprise
MERCH_00671,Merchant_671,Education,Canada,2024-02-09,Medium
MERCH_00672,Merchant_672,Entertainment,France,2024-04-05,Large
MERCH_00673,Merchant_673,Retail,Canada,2024-03-24,Small
MERCH_00674,Merchant_674,Digital Services,Germany,2024-07-05,Medium
MERCH_00675,Merchant_675,Transportation,India,2024-03-24,Small
MERCH_00676,Merchant_676,Healthcare,UK,2024-07-24,Enterprise
MERCH_00677,Merchant_677,Transportation,USA,2024-05-21,Large
MERCH_00678,Merchant_678,Transportation,USA,2024-08-15,Large
MERCH_00679,Merchant_679,Healthcare,France,2024-05-24,Small
MERCH_00680,Merchant_680,Entertainment,UAE,2024-08-12,Small
MERCH_00681,Merchant_681,Entertainment,USA,2024-10-08,Small
MERCH_00682,Merchant_682,Education,Australia,2024-08-25,Small
MERCH_00683,Merchant_683,Education,USA,2024-02-01,Medium
MERCH_00684,Merchant_684,Digital Services,UK,2024-08-10,Small
MERCH_00685,Merchant_685,Healthcare,Singapore,2024-08-12,Small
MERCH_00686,Merchant_686,Healthcare,Canada,2024-07-14,Small
MERCH_00687,Merchant_687,Education,UK,2024-05-28,Medium
MERCH_00688,Merchant_688,Travel,USA,2024-05-24,Small
MERCH_00689,Merchant_689,Healthcare,Brazil,2024-03-24,Small
MERCH_00690,Merchant_690,Education,UK,2024-09-16,Small
MERCH_00691,Merchant_691,Education,Singapore,2024-07-30,Small
MERCH_00692,Merchant_692,Healthcare,Germany,2024-04-29,Medium
MERCH_00693,Merchant_693,Entertainment,France,2024-01-19,Large
MERCH_00694,Merchant_694,Retail,UK,2024-08-26,Medium
MERCH_00695,Merchant_695,Digital Services,Brazil,2024-01-16,Medium
MERCH_00696,Merchant_696,Utilities,USA,2024-08-23,Medium
MERCH_00697,Merchant_697,E-commerce,UK,2024-09-25,Medium
MERCH_00698,Merchant_698,Utilities,UK,2024-02-10,Medium
MERCH_00699,Merchant_699,Travel,USA,2024-01-21,Small
MERCH_00700,Merchant_700,Digital Services,Canada,2024-02-05,Small
MERCH_00701,Merchant_701,E-commerce,India,2024-01-19,Small
MERCH_00702,Merchant_702,Digital Services,France,2024-02-25,Small
MERCH_00703,Merchant_703,Retail,USA,2024-03-10,Medium
MERCH_00704,Merchant_704,Travel,Brazil,2024-05-30,Small
MERCH_00705,Merchant_705,E-commerce,France,2024-05-28,Small
MERCH_00706,Merchant_706,Entertainment,France,2024-09-25,Medium
MERCH_00707,Merchant_707,Transportation,Germany,2024-01-05,Small
MERCH_00708,Merchant_708,Transportation,France,2024-07-09,Enterprise
MERCH_00709,Merchant_709,Digital Services,Canada,2024-07-19,Large
MERCH_00710,Merchant_710,Utilities,Canada,2024-06-01,Small
MERCH_00711,Merchant_711,Digital Services,Germany,2024-03-06,Enterprise
MERCH_00712,Merchant_712,Travel,Germany,2024-02-23,Small
MERCH_00713,Merchant_713,Transportation,Brazil,2024-02-27,Medium
MERCH_00714,Merchant_714,Healthcare,USA,2024-09-17,Small
MERCH_00715,Merchant_715,Digital Services,UK,2024-09-03,Small
MERCH_00716,Merchant_716,Retail,Canada,2024-06-06,Large
MERCH_00717,Merchant_717,Utilities,Australia,2024-01-11,Small
MERCH_00718,Merchant_718,E-commerce,India,2024-01-14,Medium
MERCH_00719,Merchant_719,Retail,Australia,2024-05-23,Medium
MERCH_00720,Merchant_720,Food & Dining,Canada,2024-05-11,Small
MERCH_00721,Merchant_721,Retail,Singapore,2024-10-26,Small
MERCH_00722,Merchant_722,Transportation,UK,2024-02-05,Small
MERCH_00723,Merchant_723,Digital Services,USA,2024-01-28,Medium
MERCH_00724,Merchant_724,Travel,USA,2024-02-01,Large
MERCH_00725,Merchant_725,Food & Dining,Canada,2024-08-12,Medium
MERCH_00726,Merchant_726,Education,France,2024-03-27,Small
MERCH_00727,Merchant_727,Retail,Germany,2024-04-08,Small
MERCH_00728,Merchant_728,Travel,UK,2024-02-06,Small
MERCH_00729,Merchant_729,Entertainment,Australia,2024-05-30,Large
MERCH_00730,Merchant_730,Food & Dining,France,2024-10-18,Small
MERCH_00731,Merchant_731,Healthcare,Australia,2024-03-29,Small
MERCH_00732,Merchant_732,Education,Canada,2024-01-16,Medium
MERCH_00733,Merchant_733,Transportation,USA,2024-05-25,Medium
MERCH_00734,Merchant_734,Entertainment,Australia,2024-10-18,Large
MERCH_00735,Merchant_735,Transportation,UK,2024-04-16,Small
MERCH_00736,Merchant_736,Digital Services,Germany,2024-01-09,Enterprise
MERCH_00737,Merchant_737,Healthcare,UK,2024-07-31,Small
MERCH_00738,Merchant_738,Transportation,Brazil,2024-05-28,Medium
MERCH_00739,Merchant_739,E-commerce,Brazil,2024-01-29,Enterprise
MERCH_00740,Merchant_740,Education,Brazil,2024-05-15,Medium
MERCH_00741,Merchant_741,Healthcare,USA,2024-02-13,Large
MERCH_00742,Merchant_742,Transportation,Brazil,2024-03-07,Small
MERCH_00743,Merchant_743,Digital Services,USA,2024-02-07,Medium
MERCH_00744,Merchant_744,Entertainment,USA,2024-01-31,Medium
MERCH_00745,Merchant_745,Entertainment,USA,2024-08-22,Medium
MERCH_00746,Merchant_746,Digital Services,Brazil,2024-01-21,Medium
MERCH_00747,Merchant_747,E-commerce,Germany,2024-05-20,Medium
MERCH_00748,Merchant_748,Travel,USA,2024-04-15,Small
MERCH_00749,Merchant_749,Transportation,France,2024-02-08,Small
MERCH_00750,Merchant_750,Digital Services,Brazil,2024-01-15,Small
MERCH_00751,Merchant_751,E-commerce,France,2024-06-27,Enterprise
MERCH_00752,Merchant_752,Digital Services,USA,2024-07-08,Medium
MERCH_00753,Merchant_753,Retail,USA,2024-01-05,Small
MERCH_00754,Merchant_754,Entertainment,USA,2024-04-21,Small
MERCH_00755,Merchant_755,Retail,USA,2024-02-15,Large
MERCH_00756,Merchant_756,E-commerce,USA,2024-07-05,Small
MERCH_00757,Merchant_757,Healthcare,USA,2024-09-24,Large
MERCH_00758,Merchant_758,Travel,Brazil,2024-09-19,Small
MERCH_00759,Merchant_759,Food & Dining,France,2024-08-21,Small
MERCH_00760,Merchant_760,Education,USA,2024-10-08,Small
MERCH_00761,Merchant_761,Retail,Brazil,2024-06-11,Small
MERCH_00762,Merchant_762,Digital Services,UK,2024-01-20,Medium
MERCH_00763,Merchant_763,Retail,UK,2024-07-17,Small
MERCH_00764,Merchant_764,Entertainment,UK,2024-07-31,Large
MERCH_00765,Merchant_765,E-commerce,USA,2024-01-08,Small
MERCH_00766,Merchant_766,Travel,UK,2024-08-08,Medium
MERCH_00767,Merchant_767,Digital Services,Canada,2024-08-15,Large
MERCH_00768,Merchant_768,Food & Dining,USA,2024-07-02,Large
MERCH_00769,Merchant_769,Healthcare,USA,2024-02-29,Enterprise
MERCH_00770,Merchant_770,Healthcare,UAE,2024-05-16,Medium
MERCH_00771,Merchant_771,Education,USA,2024-02-29,Small
MERCH_00772,Merchant_772,Retail,India,2024-05-15,Large
MERCH_00773,Merchant_773,Transportation,France,2024-09-24,Medium
MERCH_00774,Merchant_774,Digital Services,USA,2024-04-26,Small
MERCH_00775,Merchant_775,Entertainment,Canada,2024-06-25,Small
MERCH_00776,Merchant_776,Education,USA,2024-02-06,Medium
MERCH_00777,Merchant_777,Digital Services,USA,2024-06-19,Medium
MERCH_00778,Merchant_778,Education,USA,2024-07-25,Small
MERCH_00779,Merchant_779,Transportation,France,2024-01-11,Small
MERCH_00780,Merchant_780,Healthcare,UAE,2024-10-17,Small
MERCH_00781,Merchant_781,Travel,Germany,2024-06-28,Small
MERCH_00782,Merchant_782,Travel,India,2024-03-02,Medium
MERCH_00783,Merchant_783,E-commerce,UK,2024-05-16,Medium
MERCH_00784,Merchant_784,Healthcare,France,2024-03-08,Medium
MERCH_00785,Merchant_785,E-commerce,Brazil,2024-08-22,Small
MERCH_00786,Merchant_786,E-commerce,USA,2024-08-30,Medium
MERCH_00787,Merchant_787,Education,France,2024-01-27,Small
MERCH_00788,Merchant_788,Retail,USA,2024-03-20,Small
MERCH_00789,Merchant_789,Healthcare,USA,2024-02-03,Medium
MERCH_00790,Merchant_790,E-commerce,Germany,2024-06-24,Medium
MERCH_00791,Merchant_791,Digital Services,UK,2024-04-27,Medium
MERCH_00792,Merchant_792,Food & Dining,UK,2024-10-03,Small
MERCH_00793,Merchant_793,Travel,UAE,2024-07-17,Small
MERCH_00794,Merchant_794,Entertainment,Australia,2024-02-28,Large
MERCH_00795,Merchant_795,Transportation,Brazil,2024-02-23,Medium
MERCH_00796,Merchant_796,Food & Dining,Germany,2024-06-20,Large
MERCH_00797,Merchant_797,Utilities,Australia,2024-03-03,Small
MERCH_00798,Merchant_798,Travel,UK,2024-03-01,Small
MERCH_00799,Merchant_799,Education,Australia,2024-02-10,Medium
MERCH_00800,Merchant_800,E-commerce,Australia,2024-08-10,Medium
MERCH_00801,Merchant_801,Utilities,UAE,2024-03-30,Small
MERCH_00802,Merchant_802,Travel,Australia,2024-08-29,Small
MERCH_00803,Merchant_803,E-commerce,Singapore,2024-02-19,Small
MERCH_00804,Merchant_804,Healthcare,USA,2024-05-11,Small
MERCH_00805,Merchant_805,Food & Dining,UK,2024-04-16,Small
MERCH_00806,Merchant_806,Digital Services,Canada,2024-07-08,Medium
MERCH_00807,Merchant_807,Education,USA,2024-04-08,Small
MERCH_00808,Merchant_808,Travel,Singapore,2024-05-14,Medium
MERCH_00809,Merchant_809,Entertainment,USA,2024-02-27,Medium
MERCH_00810,Merchant_810,Utilities,UK,2024-01-19,Small
MERCH_00811,Merchant_811,Education,USA,2024-07-20,Small
MERCH_00812,Merchant_812,E-commerce,UK,2024-02-23,Small
MERCH_00813,Merchant_813,Healthcare,USA,2024-08-03,Small
MERCH_00814,Merchant_814,Travel,India,2024-06-15,Medium
MERCH_00815,Merchant_815,Education,Germany,2024-01-06,Medium
MERCH_00816,Merchant_816,Transportation,UK,2024-05-10,Medium
MERCH_00817,Merchant_817,Healthcare,UK,2024-09-12,Small
MERCH_00818,Merchant_818,Transportation,USA,2024-04-05,Small
MERCH_00819,Merchant_819,Transportation,Brazil,2024-06-11,Small
