account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,subscription_count,latest_mrr,latest_arr,had_upgrade,had_downgrade,billing_frequency,auto_renew,distinct_features_used,total_usage_count,avg_usage_duration_secs,total_errors,beta_feature_events,total_tickets,avg_satisfaction,avg_resolution_hours,avg_first_response_min,critical_tickets,escalations,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text,tenure_months,has_satisfaction_data,churn_label,churn_numeric,mrr_per_seat,critical_ticket_ratio,error_rate,beta_adoption_ratio,tickets_per_month,features_per_month,is_enterprise,is_us,has_support_interaction,engagement_score
A-1f0636,Company_368,EdTech,AU,2024-01-01 00:00:00,partner,Pro,105,False,False,11,20895,250740,1,0,monthly,1,32,1370,3119.41,60,8,2,3.5,38.5,75.0,138,0,,,0.0,,,,,26,1,Retained,0,199.0,69.0,0.0438,0.0058,0.0769,1.2308,0,0,1,0.5114
A-a6d261,Company_303,FinTech,CA,2023-11-29 00:00:00,other,Pro,9,False,False,14,20497,245964,1,0,monthly,1,36,2508,3003.73,116,24,4,3.5,40.0,63.25,63,63,2024-03-10,unknown,99.94,True,False,False,missing features,3,1,Retained,0,2277.44,15.75,0.0463,0.0096,1.3333,12.0,0,0,1,0.6029
A-c37cab,Company_278,Cybersecurity,UK,2024-07-29 00:00:00,event,Pro,13,False,False,12,19502,234024,1,1,monthly,1,32,2832,2904.41,160,56,4,3.75,33.0,101.25,140,70,2024-10-27,pricing,4.03,False,False,False,switched to competitor,2,1,Retained,0,1500.15,35.0,0.0565,0.0198,2.0,16.0,0,0,1,0.5654
A-c37cab,Company_278,Cybersecurity,UK,2024-07-29 00:00:00,event,Pro,13,False,False,12,19502,234024,1,1,monthly,1,32,2832,2904.41,160,56,4,3.75,33.0,101.25,140,70,2024-11-16,competitor,0.0,False,False,False,missing features,3,1,Retained,0,1500.15,35.0,0.0565,0.0198,1.3333,10.6667,0,0,1,0.5654
A-aa9511,Company_203,DevTools,US,2023-10-10 00:00:00,other,Pro,23,True,False,15,19303,231636,0,1,monthly,1,33,1250,2915.78,70,10,2,2.0,56.5,98.5,130,0,2023-10-17,competitor,0.0,False,False,False,,0,1,Retained,0,839.26,65.0,0.056,0.008,2.0,33.0,0,1,1,0.49
A-d77f4c,Company_470,DevTools,US,2023-09-25 00:00:00,partner,Pro,4,True,False,14,18706,224472,1,1,monthly,1,31,1234,2936.23,64,12,2,4.0,31.0,75.0,62,0,2024-10-03,unknown,0.0,False,True,False,,12,1,Retained,0,4676.5,31.0,0.0519,0.0097,0.1667,2.5833,0,1,1,0.4702
A-d77f4c,Company_470,DevTools,US,2023-09-25 00:00:00,partner,Pro,4,True,False,14,18706,224472,1,1,monthly,1,31,1234,2936.23,64,12,2,4.0,31.0,75.0,62,0,2024-08-06,budget,0.0,False,True,False,too expensive,10,1,Retained,0,4676.5,31.0,0.0519,0.0097,0.2,3.1,0,1,1,0.4702
A-d77f4c,Company_470,DevTools,US,2023-09-25 00:00:00,partner,Pro,4,True,False,14,18706,224472,1,1,monthly,1,31,1234,2936.23,64,12,2,4.0,31.0,75.0,62,0,2024-12-03,unknown,0.0,False,False,False,too expensive,14,1,Retained,0,4676.5,31.0,0.0519,0.0097,0.1429,2.2143,0,1,1,0.4702
A-5c046d,Company_130,EdTech,FR,2024-07-06 00:00:00,partner,Basic,93,False,False,8,18507,222084,0,0,monthly,1,27,475,2781.0,23,5,1,3.0,13.0,128.0,0,0,,,0.0,,,,,20,1,Retained,0,199.0,0.0,0.0484,0.0105,0.05,1.35,0,0,1,0.3657
A-66224b,Company_87,HealthTech,US,2024-10-18 00:00:00,other,Pro,92,True,False,12,18308,219696,0,0,monthly,1,34,3756,3036.54,174,60,6,3.5,39.83,82.5,183,0,,,0.0,,,,,16,1,Retained,0,199.0,30.5,0.0463,0.016,0.375,2.125,0,1,1,0.6546
A-05f0e5,Company_40,FinTech,US,2023-05-04 00:00:00,partner,Basic,32,False,False,12,18308,219696,1,0,monthly,1,32,2824,3091.28,184,36,4,3.0,20.0,108.5,134,0,2024-01-14,unknown,0.0,True,False,False,missing features,8,1,Retained,0,572.12,33.5,0.0652,0.0127,0.5,4.0,0,1,1,0.5884
A-40906c,Company_235,EdTech,US,2024-03-27 00:00:00,ads,Basic,92,False,False,12,18308,219696,0,0,monthly,1,32,3425,3337.19,160,35,5,3.0,29.2,95.0,63,0,,,0.0,,,,,23,1,Retained,0,199.0,12.6,0.0467,0.0102,0.2174,1.3913,0,1,1,0.6525
A-05f0e5,Company_40,FinTech,US,2023-05-04 00:00:00,partner,Basic,32,False,False,12,18308,219696,1,0,monthly,1,32,2824,3091.28,184,36,4,3.0,20.0,108.5,134,0,2024-11-25,features,72.19,True,False,False,,18,1,Retained,0,572.12,33.5,0.0652,0.0127,0.2222,1.7778,0,1,1,0.5884
A-5c9849,Company_362,EdTech,IN,2024-11-03 00:00:00,partner,Basic,19,False,False,9,18109,217308,1,0,monthly,1,30,1892,3293.11,92,8,4,0.0,59.5,41.0,94,47,2024-11-13,unknown,0.0,False,True,False,too expensive,0,0,Retained,0,953.11,23.5,0.0486,0.0042,4.0,30.0,0,0,1,0.5406
A-eb7c38,Company_47,DevTools,AU,2024-02-25 00:00:00,organic,Enterprise,5,False,False,15,17910,214920,1,1,monthly,1,33,3465,2913.51,135,30,5,2.6,22.4,67.4,140,0,2024-03-22,budget,6.26,False,True,False,,0,1,Retained,0,3582.0,28.0,0.039,0.0087,5.0,33.0,1,0,1,0.6123
A-f44180,Company_376,Cybersecurity,UK,2023-02-13 00:00:00,event,Pro,9,False,False,11,17711,212532,0,0,monthly,1,27,1040,3156.17,44,20,2,5.0,46.5,123.0,52,0,2023-04-29,competitor,38.15,False,False,False,too expensive,2,1,Retained,0,1967.89,26.0,0.0423,0.0192,1.0,13.5,0,0,1,0.444
A-80eeb6,Company_402,Cybersecurity,UK,2023-05-09 00:00:00,organic,Enterprise,22,False,False,16,17711,212532,1,1,monthly,1,38,2900,2919.79,172,36,4,2.75,40.25,68.25,231,77,2023-10-19,features,0.0,False,False,False,missing features,5,1,Retained,0,805.05,57.75,0.0593,0.0124,0.8,7.6,1,0,1,0.6356
A-80eeb6,Company_402,Cybersecurity,UK,2023-05-09 00:00:00,organic,Enterprise,22,False,False,16,17711,212532,1,1,monthly,1,38,2900,2919.79,172,36,4,2.75,40.25,68.25,231,77,2024-02-09,budget,0.0,False,False,False,too expensive,9,1,Retained,0,805.05,57.75,0.0593,0.0124,0.4444,4.2222,1,0,1,0.6356
A-0aaf6e,Company_114,FinTech,US,2024-05-11 00:00:00,organic,Enterprise,3,False,False,9,17512,210144,0,0,monthly,1,25,2995,3025.3,195,30,5,1.6,45.0,75.4,57,0,,,0.0,,,,,21,1,Retained,0,5837.33,11.4,0.0651,0.01,0.2381,1.1905,1,1,1,0.5143
A-5a215a,Company_358,EdTech,FR,2024-01-05 00:00:00,other,Enterprise,87,False,False,18,17313,207756,1,0,monthly,1,32,3228,3395.65,284,32,4,3.0,29.5,38.0,162,0,,,0.0,,,,,26,1,Retained,0,199.0,40.5,0.088,0.0099,0.1538,1.2308,1,0,1,0.6489
A-8ae05d,Company_147,FinTech,IN,2024-04-06 00:00:00,other,Enterprise,86,False,False,7,17114,205368,0,0,monthly,1,16,203,3872.3,10,1,1,4.0,47.0,48.0,20,0,2024-08-30,unknown,0.0,False,False,False,missing features,4,1,Retained,0,199.0,20.0,0.0493,0.0049,0.25,4.0,1,0,1,0.3693
A-054577,Company_455,EdTech,UK,2024-04-28 00:00:00,ads,Basic,2,False,False,16,16915,202980,1,1,monthly,1,36,833,2585.26,52,10,1,4.0,46.0,70.0,85,0,,,0.0,,,,,22,1,Retained,0,8457.5,85.0,0.0624,0.012,0.0455,1.6364,0,0,1,0.4577
A-65c341,Company_308,FinTech,US,2023-12-26 00:00:00,ads,Pro,11,True,False,8,16716,200592,0,0,monthly,1,25,2050,3870.21,90,20,5,0.8,41.4,87.8,152,0,2024-03-07,support,0.0,False,False,False,too expensive,2,1,Retained,0,1519.64,30.4,0.0439,0.0098,2.5,12.5,0,1,1,0.568
A-65c341,Company_308,FinTech,US,2023-12-26 00:00:00,ads,Pro,11,True,False,8,16716,200592,0,0,monthly,1,25,2050,3870.21,90,20,5,0.8,41.4,87.8,152,0,2024-12-16,unknown,0.0,False,False,False,switched to competitor,11,1,Retained,0,1519.64,30.4,0.0439,0.0098,0.4545,2.2727,0,1,1,0.568
A-e51ec7,Company_113,FinTech,CA,2023-09-23 00:00:00,partner,Enterprise,2,False,False,8,16517,198204,1,1,monthly,1,26,1251,3168.63,54,12,3,1.67,37.0,93.33,40,0,2024-01-15,budget,0.0,False,False,False,too expensive,3,1,Retained,0,8258.5,13.3333,0.0432,0.0096,1.0,8.6667,1,0,1,0.4465
A-e51ec7,Company_113,FinTech,CA,2023-09-23 00:00:00,partner,Enterprise,2,False,False,8,16517,198204,1,1,monthly,1,26,1251,3168.63,54,12,3,1.67,37.0,93.33,40,0,2024-01-29,support,0.0,False,False,False,missing features,4,1,Retained,0,8258.5,13.3333,0.0432,0.0096,0.75,6.5,1,0,1,0.4465
A-e51ec7,Company_113,FinTech,CA,2023-09-23 00:00:00,partner,Enterprise,2,False,False,8,16517,198204,1,1,monthly,1,26,1251,3168.63,54,12,3,1.67,37.0,93.33,40,0,2024-04-07,budget,0.0,False,False,False,switched to competitor,6,1,Retained,0,8258.5,13.3333,0.0432,0.0096,0.5,4.3333,1,0,1,0.4465
A-b48f73,Company_225,EdTech,AU,2024-11-13 00:00:00,event,Pro,80,True,False,7,15920,191040,0,0,monthly,1,24,1236,2691.27,69,9,3,2.67,28.67,35.33,88,0,,,0.0,,,,,15,1,Retained,0,199.0,29.3333,0.0558,0.0073,0.2,1.6,0,0,1,0.3643
A-6dee43,Company_478,FinTech,UK,2023-08-12 00:00:00,other,Basic,3,True,False,11,15920,191040,1,0,monthly,1,28,2305,2969.5,55,10,5,2.6,44.2,48.8,240,0,2024-01-14,pricing,143.8,False,False,False,switched to competitor,5,1,Retained,0,5306.67,48.0,0.0239,0.0043,1.0,5.6,0,0,1,0.5013
A-b44e3e,Company_383,Cybersecurity,UK,2024-02-12 00:00:00,ads,Basic,40,False,False,7,15721,188652,1,0,monthly,1,20,1161,3024.03,39,12,3,4.33,40.0,75.33,76,0,2024-04-14,unknown,0.0,False,False,False,switched to competitor,2,1,Retained,0,393.02,25.3333,0.0336,0.0103,1.5,10.0,0,0,1,0.3589
A-65a46c,Company_95,HealthTech,US,2023-11-04 00:00:00,event,Pro,1,False,False,8,15522,186264,1,0,monthly,1,24,2960,3032.08,168,56,8,2.5,45.12,91.13,228,0,,,0.0,,,,,28,1,Retained,0,15522.0,28.5,0.0568,0.0189,0.2857,0.8571,0,1,1,0.5024
A-a8d89d,Company_326,EdTech,US,2023-12-08 00:00:00,ads,Pro,13,False,False,12,15522,186264,1,0,monthly,1,32,1102,3166.04,52,10,2,2.5,44.5,139.0,0,0,2024-08-26,pricing,0.0,False,False,False,,8,1,Retained,0,1194.0,0.0,0.0472,0.0091,0.25,4.0,0,1,1,0.5025
A-a8d89d,Company_326,EdTech,US,2023-12-08 00:00:00,ads,Pro,13,False,False,12,15522,186264,1,0,monthly,1,32,1102,3166.04,52,10,2,2.5,44.5,139.0,0,0,2024-01-18,features,0.0,False,False,False,switched to competitor,1,1,Retained,0,1194.0,0.0,0.0472,0.0091,2.0,32.0,0,1,1,0.5025
A-58b9ff,Company_425,DevTools,IN,2024-05-31 00:00:00,partner,Enterprise,2,False,False,13,15124,181488,1,1,monthly,1,28,1334,3088.11,64,14,2,2.0,66.0,79.0,0,65,2024-10-10,pricing,0.0,False,False,False,too expensive,4,1,Retained,0,7562.0,0.0,0.048,0.0105,0.5,7.0,1,0,1,0.4625
A-42b791,Company_464,FinTech,AU,2024-05-20 00:00:00,event,Pro,3,False,False,7,14925,179100,0,0,monthly,1,19,936,2646.66,18,6,3,2.67,33.67,72.0,64,0,,,0.0,,,,,21,1,Retained,0,4975.0,21.3333,0.0192,0.0064,0.1429,0.9048,0,0,1,0.2883
A-5b1bcd,Company_166,DevTools,US,2023-09-16 00:00:00,organic,Pro,73,False,False,15,14527,174324,1,0,monthly,1,34,3476,2921.91,216,24,4,2.25,43.25,92.5,258,0,2024-08-07,competitor,4.45,False,False,False,,10,1,Retained,0,199.0,64.5,0.0621,0.0069,0.4,3.4,0,1,1,0.6247
A-90a8c8,Company_249,FinTech,AU,2024-08-24 00:00:00,organic,Pro,15,False,False,7,14527,174324,1,0,monthly,1,23,1616,3109.41,80,16,4,3.25,45.0,29.5,82,0,2024-08-29,support,0.0,False,False,False,missing features,0,1,Retained,0,968.47,20.5,0.0495,0.0099,4.0,23.0,0,0,1,0.427
A-ac14bb,Company_15,FinTech,US,2023-09-08 00:00:00,partner,Enterprise,21,False,False,8,14129,169548,1,0,monthly,1,31,1062,3163.44,84,14,2,2.0,24.5,30.5,54,0,2024-10-01,competitor,0.0,False,False,False,too expensive,12,1,Retained,0,672.81,27.0,0.0791,0.0132,0.1667,2.5833,1,1,1,0.4892
A-560d27,Company_266,DevTools,US,2024-05-05 00:00:00,organic,Pro,23,False,False,12,14129,169548,1,0,monthly,1,27,2348,3146.03,152,24,4,2.75,30.75,59.75,0,0,,,0.0,,,,,22,1,Retained,0,614.3,0.0,0.0647,0.0102,0.1818,1.2273,0,1,1,0.5151
A-ac14bb,Company_15,FinTech,US,2023-09-08 00:00:00,partner,Enterprise,21,False,False,8,14129,169548,1,0,monthly,1,31,1062,3163.44,84,14,2,2.0,24.5,30.5,54,0,2024-08-29,pricing,128.79,False,False,False,switched to competitor,11,1,Retained,0,672.81,27.0,0.0791,0.0132,0.1818,2.8182,1,1,1,0.4892
A-fa3095,Company_174,FinTech,US,2023-09-03 00:00:00,ads,Basic,70,False,False,12,13930,167160,0,0,monthly,1,31,3000,3425.42,210,25,5,2.0,49.2,84.0,177,0,2023-12-23,support,0.0,False,False,False,missing features,3,1,Retained,0,199.0,35.4,0.07,0.0083,1.6667,10.3333,0,1,1,0.6293
A-09316c,Company_341,FinTech,AU,2024-09-11 00:00:00,organic,Enterprise,70,False,False,11,13930,167160,1,0,monthly,1,28,2264,2767.8,124,20,4,3.75,54.75,106.25,54,54,2024-12-05,unknown,0.0,False,False,False,switched to competitor,2,1,Retained,0,199.0,13.5,0.0548,0.0088,2.0,14.0,1,0,1,0.4738
A-c58f49,Company_480,EdTech,US,2024-07-31 00:00:00,other,Enterprise,70,True,False,7,13930,167160,1,0,monthly,1,24,1089,2856.32,66,9,3,1.67,36.33,60.0,76,38,2024-09-03,unknown,152.36,False,False,False,too expensive,1,1,Retained,0,199.0,25.3333,0.0606,0.0083,3.0,24.0,1,1,1,0.3768
A-3a5ad8,Company_94,HealthTech,US,2023-12-05 00:00:00,organic,Enterprise,9,True,False,13,13930,167160,1,1,monthly,1,27,2024,2459.19,92,28,4,2.25,44.75,53.5,208,0,,,0.0,,,,,27,1,Retained,0,1547.78,52.0,0.0455,0.0138,0.1481,1.0,1,1,1,0.411
A-c58f49,Company_480,EdTech,US,2024-07-31 00:00:00,other,Enterprise,70,True,False,7,13930,167160,1,0,monthly,1,24,1089,2856.32,66,9,3,1.67,36.33,60.0,76,38,2024-08-27,competitor,0.0,True,True,False,too expensive,0,1,Retained,0,199.0,25.3333,0.0606,0.0083,3.0,24.0,1,1,1,0.3768
A-afa505,Company_157,DevTools,US,2023-12-27 00:00:00,partner,Basic,70,True,False,9,13930,167160,1,1,monthly,1,33,2028,3189.67,112,32,4,1.5,37.25,88.25,102,51,2024-03-02,support,0.0,True,False,False,missing features,2,1,Retained,0,199.0,25.5,0.0552,0.0158,2.0,16.5,0,1,1,0.5674
A-c58f49,Company_480,EdTech,US,2024-07-31 00:00:00,other,Enterprise,70,True,False,7,13930,167160,1,0,monthly,1,24,1089,2856.32,66,9,3,1.67,36.33,60.0,76,38,2024-09-21,support,7.6,False,False,False,switched to competitor,1,1,Retained,0,199.0,25.3333,0.0606,0.0083,3.0,24.0,1,1,1,0.3768
A-7e0a10,Company_64,FinTech,US,2023-11-18 00:00:00,ads,Enterprise,46,False,False,10,13930,167160,1,0,monthly,1,34,2555,3463.24,175,25,5,1.6,39.4,62.6,250,0,2024-09-26,budget,0.0,False,False,False,missing features,10,1,Retained,0,302.83,50.0,0.0685,0.0098,0.5,3.4,1,1,1,0.6417
A-e43bf7,Company_215,Cybersecurity,AU,2023-03-24 00:00:00,other,Pro,44,False,False,7,13930,167160,1,0,monthly,1,26,1855,2586.38,175,10,5,2.4,27.4,80.0,80,40,2023-06-24,pricing,0.0,False,False,False,missing features,3,1,Retained,0,316.59,16.0,0.0943,0.0054,1.6667,8.6667,0,0,1,0.4069
A-7920cc,Company_412,Cybersecurity,FR,2023-11-23 00:00:00,ads,Pro,39,False,False,16,13731,164772,1,0,monthly,1,32,4207,2863.1,196,28,7,1.86,32.86,113.43,62,0,,,0.0,,,,,27,1,Retained,0,352.08,8.8571,0.0466,0.0067,0.2593,1.1852,0,0,1,0.6363
A-76fa4d,Company_226,HealthTech,US,2024-11-24 00:00:00,event,Pro,69,False,False,7,13731,164772,0,0,monthly,1,21,1785,3506.97,105,20,5,3.6,33.4,111.8,108,0,2024-12-03,pricing,31.49,False,False,False,too expensive,0,1,Retained,0,199.0,21.6,0.0588,0.0112,5.0,21.0,0,1,1,0.4647
A-76fa4d,Company_226,HealthTech,US,2024-11-24 00:00:00,event,Pro,69,False,False,7,13731,164772,0,0,monthly,1,21,1785,3506.97,105,20,5,3.6,33.4,111.8,108,0,2024-11-26,unknown,1.55,False,False,False,too expensive,0,1,Retained,0,199.0,21.6,0.0588,0.0112,5.0,21.0,0,1,1,0.4647
A-fda07f,Company_230,Cybersecurity,FR,2024-08-11 00:00:00,partner,Basic,7,False,False,12,13731,164772,1,1,monthly,1,31,3405,3559.63,195,20,5,2.4,17.8,57.0,195,0,2024-09-13,support,17.34,False,False,False,missing features,1,1,Retained,0,1961.57,39.0,0.0573,0.0059,5.0,31.0,0,0,1,0.6685
A-82d8a6,Company_444,Cybersecurity,UK,2024-11-28 00:00:00,ads,Basic,5,False,False,17,13532,162384,1,1,monthly,1,32,3305,2836.26,190,45,5,1.4,42.2,112.0,210,0,2024-12-29,features,0.0,False,False,False,switched to competitor,1,1,Retained,0,2706.4,42.0,0.0575,0.0136,5.0,32.0,0,0,1,0.583
A-e08cd3,Company_475,FinTech,US,2024-09-21 00:00:00,ads,Pro,67,True,False,11,13333,159996,0,1,monthly,1,30,3456,3210.79,168,56,8,2.0,30.38,93.0,264,0,2024-09-21,competitor,0.0,False,False,False,switched to competitor,0,1,Retained,0,199.0,33.0,0.0486,0.0162,8.0,30.0,0,1,1,0.6168
A-09540c,Company_239,Cybersecurity,CA,2023-10-30 00:00:00,event,Basic,67,True,False,6,13333,159996,1,1,monthly,1,20,594,3382.0,32,6,2,4.5,28.0,89.0,28,0,2024-03-05,unknown,71.44,False,False,False,,4,1,Retained,0,199.0,14.0,0.0539,0.0101,0.5,5.0,0,0,1,0.3724
A-e08cd3,Company_475,FinTech,US,2024-09-21 00:00:00,ads,Pro,67,True,False,11,13333,159996,0,1,monthly,1,30,3456,3210.79,168,56,8,2.0,30.38,93.0,264,0,2024-12-17,features,0.0,False,False,False,too expensive,2,1,Retained,0,199.0,33.0,0.0486,0.0162,4.0,15.0,0,1,1,0.6168
A-d792a6,Company_486,DevTools,US,2023-01-23 00:00:00,organic,Enterprise,4,False,False,15,12935,155220,1,1,monthly,1,32,3450,2991.1,200,35,5,1.6,40.6,97.8,204,0,2023-09-11,competitor,0.0,False,False,False,too expensive,7,1,Retained,0,3233.75,40.8,0.058,0.0101,0.7143,4.5714,1,1,1,0.6104
A-2ebb4b,Company_334,HealthTech,US,2023-05-15 00:00:00,ads,Basic,41,False,False,10,12935,155220,1,0,monthly,1,27,976,2870.04,66,14,2,3.0,43.5,136.5,50,0,2023-08-19,pricing,0.0,False,False,False,missing features,3,1,Retained,0,315.49,25.0,0.0676,0.0143,0.6667,9.0,0,1,1,0.4046
A-d792a6,Company_486,DevTools,US,2023-01-23 00:00:00,organic,Enterprise,4,False,False,15,12935,155220,1,1,monthly,1,32,3450,2991.1,200,35,5,1.6,40.6,97.8,204,0,2024-08-13,support,0.0,False,False,False,missing features,18,1,Retained,0,3233.75,40.8,0.058,0.0101,0.2778,1.7778,1,1,1,0.6104
A-0651a4,Company_255,HealthTech,FR,2024-10-16 00:00:00,organic,Pro,16,False,False,15,12935,155220,0,0,monthly,1,34,2820,2919.22,148,32,4,2.0,29.25,48.5,276,0,2024-12-25,support,0.0,False,False,False,too expensive,2,1,Retained,0,808.44,69.0,0.0525,0.0113,2.0,17.0,0,0,1,0.5881
A-0651a4,Company_255,HealthTech,FR,2024-10-16 00:00:00,organic,Pro,16,False,False,15,12935,155220,0,0,monthly,1,34,2820,2919.22,148,32,4,2.0,29.25,48.5,276,0,2024-11-22,features,0.0,False,True,False,missing features,1,1,Retained,0,808.44,69.0,0.0525,0.0113,4.0,34.0,0,0,1,0.5881
A-2ebb4b,Company_334,HealthTech,US,2023-05-15 00:00:00,ads,Basic,41,False,False,10,12935,155220,1,0,monthly,1,27,976,2870.04,66,14,2,3.0,43.5,136.5,50,0,2024-12-29,features,0.0,True,False,True,missing features,19,1,Retained,0,315.49,25.0,0.0676,0.0143,0.1053,1.4211,0,1,1,0.4046
A-2ebb4b,Company_334,HealthTech,US,2023-05-15 00:00:00,ads,Basic,41,False,False,10,12935,155220,1,0,monthly,1,27,976,2870.04,66,14,2,3.0,43.5,136.5,50,0,2023-08-04,pricing,0.0,False,False,False,missing features,2,1,Retained,0,315.49,25.0,0.0676,0.0143,1.0,13.5,0,1,1,0.4046
A-1f7acb,Company_281,FinTech,UK,2023-08-06 00:00:00,ads,Basic,64,True,False,8,12736,152832,1,1,monthly,1,26,3570,3095.62,329,49,7,3.14,41.71,129.57,212,0,,,0.0,,,,,31,1,Retained,0,199.0,30.2857,0.0922,0.0137,0.2258,0.8387,0,0,1,0.5657
A-20736a,Company_271,EdTech,IN,2024-03-16 00:00:00,organic,Enterprise,50,False,False,7,12736,152832,1,1,monthly,1,22,1720,2581.14,88,20,4,3.75,42.25,78.25,126,0,2024-03-19,competitor,64.98,False,False,False,too expensive,0,1,Retained,0,254.72,31.5,0.0512,0.0116,4.0,22.0,1,0,1,0.3557
A-544d0a,Company_153,DevTools,US,2024-05-02 00:00:00,organic,Basic,2,True,False,10,12736,152832,1,1,monthly,1,27,1020,3251.62,44,14,2,4.0,38.5,98.0,48,48,,,0.0,,,,,22,1,Retained,0,6368.0,24.0,0.0431,0.0137,0.0909,1.2273,0,1,1,0.4549
A-5790f4,Company_446,FinTech,UK,2024-12-22 00:00:00,event,Pro,1,True,False,6,12537,150444,0,0,monthly,1,25,1284,2739.66,104,8,4,1.0,44.0,57.25,35,35,2024-12-26,support,51.18,True,False,False,too expensive,0,1,Retained,0,12537.0,8.75,0.081,0.0062,4.0,25.0,0,0,1,0.3838
A-4a267b,Company_451,FinTech,US,2024-05-05 00:00:00,other,Pro,25,False,False,10,12537,150444,1,1,monthly,1,31,1992,3019.68,88,28,4,3.25,16.25,105.0,100,0,2024-06-17,support,64.54,False,False,False,missing features,1,1,Retained,0,501.48,25.0,0.0442,0.0141,4.0,31.0,0,1,1,0.5226
A-65aeb5,Company_120,DevTools,US,2024-01-25 00:00:00,partner,Pro,9,False,False,12,12537,150444,0,1,monthly,1,30,1066,2691.53,80,6,2,2.5,42.5,159.5,55,0,2024-12-02,budget,0.0,True,False,True,missing features,10,1,Retained,0,1393.0,27.5,0.075,0.0056,0.2,3.0,0,1,1,0.4194
A-65aeb5,Company_120,DevTools,US,2024-01-25 00:00:00,partner,Pro,9,False,False,12,12537,150444,0,1,monthly,1,30,1066,2691.53,80,6,2,2.5,42.5,159.5,55,0,2024-02-27,pricing,0.0,False,False,False,,1,1,Retained,0,1393.0,27.5,0.075,0.0056,2.0,30.0,0,1,1,0.4194
A-5790f4,Company_446,FinTech,UK,2024-12-22 00:00:00,event,Pro,1,True,False,6,12537,150444,0,0,monthly,1,25,1284,2739.66,104,8,4,1.0,44.0,57.25,35,35,2024-12-31,competitor,0.0,True,False,False,too expensive,0,1,Retained,0,12537.0,8.75,0.081,0.0062,4.0,25.0,0,0,1,0.3838
A-5790f4,Company_446,FinTech,UK,2024-12-22 00:00:00,event,Pro,1,True,False,6,12537,150444,0,0,monthly,1,25,1284,2739.66,104,8,4,1.0,44.0,57.25,35,35,2024-12-25,features,392.92,False,False,False,switched to competitor,0,1,Retained,0,12537.0,8.75,0.081,0.0062,4.0,25.0,0,0,1,0.3838
A-de58ca,Company_212,HealthTech,DE,2023-04-13 00:00:00,organic,Enterprise,15,False,False,11,12338,148056,0,0,monthly,1,28,2525,2896.78,165,35,5,2.0,30.6,115.0,49,0,,,0.0,,,,,34,1,Retained,0,822.53,9.8,0.0653,0.0139,0.1471,0.8235,1,0,1,0.5044
A-dfbd31,Company_190,DevTools,UK,2023-12-04 00:00:00,partner,Enterprise,14,False,False,14,12338,148056,1,1,monthly,1,27,3594,3375.43,114,42,6,2.83,29.67,129.83,162,0,2024-01-01,features,0.0,True,False,False,too expensive,0,1,Retained,0,881.29,27.0,0.0317,0.0117,6.0,27.0,1,0,1,0.6129
A-dfbd31,Company_190,DevTools,UK,2023-12-04 00:00:00,partner,Enterprise,14,False,False,14,12338,148056,1,1,monthly,1,27,3594,3375.43,114,42,6,2.83,29.67,129.83,162,0,2024-12-19,unknown,0.0,False,False,False,too expensive,12,1,Retained,0,881.29,27.0,0.0317,0.0117,0.5,2.25,1,0,1,0.6129
A-4d1e75,Company_58,DevTools,US,2024-08-21 00:00:00,other,Basic,20,False,False,13,12338,148056,1,1,monthly,1,28,954,2904.04,50,10,2,4.0,15.0,98.5,0,0,2024-09-05,budget,0.0,False,False,False,missing features,0,1,Retained,0,616.9,0.0,0.0524,0.0105,2.0,28.0,0,1,1,0.4184
A-2e3bad,Company_108,FinTech,CA,2023-08-13 00:00:00,other,Pro,61,False,False,10,12139,145668,0,0,monthly,1,25,2175,2749.73,130,30,5,1.4,31.4,107.0,90,0,2024-03-30,features,0.0,False,False,False,missing features,7,1,Retained,0,199.0,18.0,0.0598,0.0138,0.7143,3.5714,0,0,1,0.4343
A-ac85cd,Company_485,EdTech,US,2024-07-31 00:00:00,partner,Enterprise,53,False,False,12,12139,145668,1,1,monthly,1,30,1902,2793.68,87,15,3,2.33,33.67,76.33,0,0,2024-12-13,pricing,102.39,False,False,True,,4,1,Retained,0,229.04,0.0,0.0457,0.0079,0.75,7.5,1,1,1,0.4785
A-86902e,Company_169,HealthTech,IN,2023-05-02 00:00:00,other,Enterprise,34,False,False,10,12139,145668,1,0,monthly,1,32,5652,3211.57,324,54,9,1.56,40.89,71.44,252,0,2024-12-07,features,0.0,False,False,False,,19,1,Retained,0,357.03,28.0,0.0573,0.0096,0.4737,1.6842,1,0,1,0.7599
A-ac85cd,Company_485,EdTech,US,2024-07-31 00:00:00,partner,Enterprise,53,False,False,12,12139,145668,1,1,monthly,1,30,1902,2793.68,87,15,3,2.33,33.67,76.33,0,0,2024-10-20,features,83.94,False,False,False,,2,1,Retained,0,229.04,0.0,0.0457,0.0079,1.5,15.0,1,1,1,0.4785
A-6c093d,Company_12,DevTools,US,2023-04-14 00:00:00,partner,Basic,7,True,False,12,12139,145668,1,0,monthly,1,30,2010,3394.92,90,30,3,1.67,40.33,68.33,128,64,,,0.0,,,,,34,1,Retained,0,1734.14,42.6667,0.0448,0.0149,0.0882,0.8824,0,1,1,0.5599
