user_id,signup_date,user_type,age_group,country,verification_status,account_balance,total_lifetime_transactions,total_lifetime_value,last_active_date
USER_005688,2024-10-02,Business,25-34,USA,Verified,70.05,10,772.75,2024-09-04 19:01:28
USER_005689,2024-07-21,Consumer,45-54,Australia,Verified,102.18,10,1165.05,2024-06-18 13:36:01
USER_005690,2024-01-21,Consumer,35-44,Australia,Verified,98.62,5,1138.38,2024-07-01 21:34:28
USER_005691,2024-10-12,Consumer,25-34,UK,Pending,49.89,10,1177.84,2024-10-24 22:23:50
USER_005692,2024-07-17,Consumer,45-54,USA,Verified,18.52,11,1284.44,2024-09-24 18:30:47
USER_005693,2024-09-21,Consumer,35-44,Canada,Verified,366.98,8,803.31,2024-09-02 12:23:39
USER_005694,2024-01-26,Consumer,35-44,USA,Verified,11.69,9,817.1,2024-09-22 13:31:06
USER_005695,2024-04-07,Business,25-34,France,Verified,6.11,9,1150.28,2024-10-25 12:22:30
USER_005696,2024-05-29,Consumer,25-34,France,Unverified,61.43,5,243.69,2024-08-19 09:59:36
USER_005697,2024-08-13,Consumer,25-34,UAE,Verified,270.16,6,463.05,2024-04-10 14:20:48
USER_005698,2024-07-22,Consumer,18-24,UK,Verified,220.81,7,287.65,2024-09-23 18:19:50
USER_005699,2024-06-04,Premium,25-34,USA,Verified,133.79,13,1275.19,2024-10-26 18:58:19
USER_005700,2024-05-26,Consumer,25-34,India,Verified,942.98,13,1111.08,2024-10-14 01:10:09
USER_005701,2024-08-24,Consumer,18-24,USA,Verified,6.69,10,1029.38,2024-10-10 15:01:48
USER_005702,2024-03-26,Consumer,18-24,UK,Verified,104.89,8,399.16,2024-10-18 14:49:43
USER_005703,2024-08-04,Consumer,25-34,USA,Verified,14.35,13,2546.9,2024-09-27 08:49:09
USER_005704,2024-05-30,Consumer,35-44,UK,Unverified,46.37,2,497.49,2024-10-22 10:54:00
USER_005705,2024-01-28,Business,18-24,USA,Verified,22.99,9,686.35,2024-08-06 09:49:12
USER_005706,2024-09-21,Consumer,25-34,Germany,Verified,115.1,9,896.88,2024-10-01 23:25:05
USER_005707,2024-03-13,Business,25-34,Canada,Unverified,61.46,9,590.11,2024-10-21 04:17:14
USER_005708,2024-08-25,Consumer,45-54,UK,Verified,348.78,10,2831.21,2024-10-22 18:54:42
USER_005709,2024-08-19,Consumer,35-44,Germany,Verified,254.0,6,1618.6,2024-10-20 01:44:14
USER_005710,2024-02-16,Business,45-54,USA,Verified,1349.46,7,1063.96,2024-09-27 23:21:52
USER_005711,2024-09-13,Consumer,35-44,India,Verified,182.45,11,750.3,2024-10-20 12:37:38
USER_005712,2024-02-27,Premium,18-24,UK,Unverified,16.68,14,2606.61,2024-10-25 08:12:45
USER_005713,2024-04-02,Consumer,25-34,Germany,Verified,626.46,9,1551.13,2024-08-06 23:59:35
USER_005714,2024-10-26,Business,35-44,USA,Unverified,9.26,8,649.88,2024-10-12 10:22:43
USER_005715,2024-10-06,Consumer,25-34,UAE,Verified,667.44,5,221.13,2024-09-22 16:46:10
USER_005716,2024-03-10,Consumer,25-34,UK,Unverified,953.05,7,1260.79,2024-10-03 21:58:38
USER_005717,2024-07-20,Consumer,35-44,USA,Verified,411.17,8,764.58,2024-10-19 09:58:47
USER_005718,2024-07-30,Consumer,25-34,USA,Unverified,171.25,14,2038.92,2024-10-21 16:17:15
USER_005719,2024-06-14,Consumer,45-54,USA,Unverified,39.19,9,2679.54,2024-10-03 10:19:22
USER_005720,2024-08-18,Consumer,25-34,Australia,Verified,830.79,10,8827.87,2024-10-14 21:39:44
USER_005721,2024-01-13,Consumer,35-44,USA,Verified,43.86,8,1054.87,2024-08-29 14:16:32
USER_005722,2024-04-01,Consumer,55+,USA,Unverified,13.32,10,1010.81,2024-10-12 16:15:52
USER_005723,2024-08-20,Business,35-44,UK,Verified,113.99,12,1127.0,2024-10-16 12:15:20
USER_005724,2024-04-13,Consumer,25-34,USA,Verified,79.72,12,1820.47,2024-09-19 20:55:49
USER_005725,2024-08-20,Consumer,45-54,Brazil,Unverified,2.52,16,3167.65,2024-09-27 12:38:42
USER_005726,2024-02-16,Consumer,35-44,UK,Unverified,31.89,12,1616.24,2024-08-15 04:57:03
USER_005727,2024-05-08,Consumer,25-34,USA,Verified,13.47,8,3458.14,2024-10-24 20:07:29
USER_005728,2024-06-14,Consumer,45-54,UK,Pending,96.33,11,1960.7,2024-10-14 00:22:13
USER_005729,2024-03-24,Consumer,18-24,USA,Verified,5.4,7,472.44,2024-10-10 23:16:30
USER_005730,2024-03-04,Business,25-34,Canada,Unverified,37.46,12,3795.84,2024-10-22 18:11:59
USER_005731,2024-02-16,Business,25-34,UAE,Pending,31.67,9,741.16,2024-09-28 19:43:19
USER_005732,2024-02-28,Consumer,35-44,USA,Verified,5.58,10,1317.31,2024-09-14 20:05:58
USER_005733,2024-08-18,Consumer,18-24,Brazil,Verified,290.08,4,499.42,2024-07-05 00:08:29
USER_005734,2024-07-04,Consumer,35-44,USA,Verified,59.22,9,837.38,2024-09-11 11:13:57
USER_005735,2024-02-13,Consumer,25-34,Canada,Verified,395.66,17,4788.08,2024-10-05 12:46:59
USER_005736,2024-09-25,Consumer,18-24,USA,Verified,46.78,13,1398.64,2024-07-31 11:33:47
USER_005737,2024-07-15,Consumer,55+,India,Unverified,325.49,12,4101.98,2024-09-23 12:46:40
USER_005738,2024-09-18,Consumer,25-34,France,Verified,355.84,10,562.66,2024-09-30 14:25:50
USER_005739,2024-03-22,Consumer,25-34,India,Unverified,63.38,9,373.89,2024-10-23 18:10:53
USER_005740,2024-07-12,Consumer,25-34,France,Verified,70.64,8,559.36,2024-10-12 12:26:24
USER_005741,2024-10-08,Business,35-44,Germany,Verified,114.95,10,1197.58,2024-09-24 13:56:00
USER_005742,2024-07-13,Consumer,35-44,Canada,Verified,11.19,10,974.62,2024-10-01 22:19:59
USER_005743,2024-01-23,Business,45-54,Canada,Verified,16.37,9,1369.95,2024-09-22 18:43:45
USER_005744,2024-03-28,Premium,25-34,Australia,Verified,39.5,6,2718.77,2024-08-16 21:49:33
USER_005745,2024-06-20,Consumer,25-34,Canada,Verified,67.07,8,388.32,2024-08-20 17:37:39
USER_005746,2024-10-16,Consumer,35-44,UK,Verified,538.85,9,1869.84,2024-09-15 09:26:53
USER_005747,2024-03-17,Consumer,35-44,France,Unverified,21.21,15,1133.19,2024-10-16 02:18:25
USER_005748,2024-03-24,Premium,35-44,Singapore,Verified,29.71,11,595.97,2024-10-01 10:26:43
USER_005749,2024-03-15,Premium,35-44,Brazil,Verified,150.67,7,781.57,2024-08-03 19:07:24
USER_005750,2024-04-01,Consumer,18-24,USA,Verified,177.4,10,2006.38,2024-09-27 12:16:02
USER_005751,2024-01-27,Consumer,18-24,UK,Unverified,115.83,12,428.34,2024-10-21 05:41:18
USER_005752,2024-08-02,Business,35-44,Singapore,Unverified,4.62,14,1187.47,2024-10-26 13:04:47
USER_005753,2024-06-06,Consumer,25-34,USA,Pending,20.46,8,801.47,2024-07-29 23:35:33
USER_005754,2024-06-07,Business,25-34,USA,Verified,54.72,6,380.34,2024-10-01 21:40:56
USER_005755,2024-08-16,Business,25-34,UK,Verified,23.7,9,1038.76,2024-09-02 18:31:55
USER_005756,2024-05-27,Consumer,25-34,UK,Verified,117.56,15,2223.91,2024-10-14 20:26:01
USER_005757,2024-04-02,Consumer,35-44,Canada,Verified,33.66,14,1703.53,2024-10-12 10:29:22
USER_005758,2024-03-01,Consumer,25-34,USA,Verified,18.78,7,327.13,2024-10-02 05:23:03
USER_005759,2024-03-08,Consumer,35-44,USA,Unverified,72.25,11,556.86,2024-10-23 11:04:50
USER_005760,2024-04-13,Consumer,25-34,Australia,Verified,20.9,10,455.45,2024-09-24 18:01:24
USER_005761,2024-01-02,Business,35-44,UK,Unverified,11.73,9,511.39,2024-10-10 21:47:21
USER_005762,2024-05-09,Business,35-44,Brazil,Verified,9.46,6,314.96,2024-09-01 12:14:07
USER_005763,2024-01-07,Business,35-44,Canada,Verified,45.62,4,990.3,2024-10-06 20:31:51
USER_005764,2024-08-22,Consumer,25-34,USA,Unverified,61.97,10,1153.82,2024-10-05 04:02:48
USER_005765,2024-09-11,Business,18-24,UAE,Unverified,59.55,7,1167.75,2024-09-25 12:34:52
USER_005766,2024-09-12,Consumer,18-24,USA,Verified,14.91,8,477.83,2024-09-26 15:43:55
USER_005767,2024-10-05,Consumer,18-24,UK,Unverified,6.69,8,1002.18,2024-10-06 13:37:06
USER_005768,2024-01-03,Consumer,18-24,Brazil,Verified,119.92,6,1373.73,2024-08-19 20:51:58
USER_005769,2024-09-09,Consumer,35-44,India,Verified,426.41,13,1645.78,2024-10-06 10:39:53
USER_005770,2024-05-01,Business,55+,France,Verified,31.86,14,1682.19,2024-10-15 21:52:16
USER_005771,2024-04-21,Consumer,18-24,USA,Unverified,45.94,12,2813.12,2024-10-08 20:17:11
USER_005772,2024-08-31,Consumer,18-24,USA,Unverified,4.36,9,363.21,2024-10-04 14:57:18
USER_005773,2024-08-20,Consumer,45-54,USA,Verified,11.31,12,629.39,2024-10-11 01:04:35
USER_005774,2024-07-28,Consumer,35-44,Australia,Unverified,438.11,9,772.37,2024-10-14 19:41:47
USER_005775,2024-08-14,Consumer,25-34,India,Unverified,52.76,9,1009.38,2024-09-04 19:28:03
USER_005776,2024-02-10,Consumer,55+,USA,Verified,42.12,5,1056.52,2024-07-11 19:36:49
USER_005777,2024-01-04,Consumer,35-44,USA,Verified,225.01,4,1106.25,2024-09-18 15:23:33
USER_005778,2024-05-05,Consumer,35-44,UK,Verified,1664.42,10,1288.64,2024-09-23 17:16:00
USER_005779,2024-10-07,Business,35-44,Brazil,Verified,434.87,17,3181.42,2024-10-16 00:15:20
USER_005780,2024-05-22,Consumer,25-34,Canada,Verified,17.13,5,737.67,2024-10-06 20:04:50
USER_005781,2024-10-12,Consumer,25-34,France,Verified,137.96,10,4492.86,2024-10-22 16:37:13
USER_005782,2024-04-16,Consumer,25-34,France,Verified,78.28,12,1004.45,2024-10-16 06:25:29
USER_005783,2024-01-26,Consumer,25-34,India,Verified,78.81,9,1146.58,2024-10-25 19:31:21
USER_005784,2024-04-04,Consumer,18-24,UAE,Verified,48.87,9,364.75,2024-10-26 03:02:31
USER_005785,2024-03-16,Consumer,25-34,UAE,Verified,52.05,8,1881.19,2024-09-24 06:15:00
USER_005786,2024-01-29,Business,25-34,Canada,Verified,84.19,8,1635.52,2024-09-12 13:31:08
USER_005787,2024-06-27,Consumer,25-34,USA,Verified,249.78,8,1745.57,2024-10-24 11:30:04
USER_005788,2024-01-19,Business,18-24,Australia,Verified,28.43,11,2308.78,2024-09-30 05:23:47
USER_005789,2024-03-15,Premium,35-44,France,Verified,13.0,8,658.96,2024-09-26 12:27:43
USER_005790,2024-01-17,Consumer,25-34,Australia,Verified,51.81,8,613.82,2024-10-17 13:11:11
USER_005791,2024-10-22,Consumer,45-54,USA,Verified,11.58,13,1446.21,2024-10-21 14:12:34
USER_005792,2024-06-01,Consumer,45-54,Canada,Unverified,19.97,12,2003.24,2024-10-07 15:13:35
USER_005793,2024-06-18,Premium,25-34,USA,Verified,16.99,14,1748.69,2024-10-09 04:16:12
USER_005794,2024-02-14,Business,25-34,USA,Verified,1.9,10,1582.78,2024-10-25 13:52:35
USER_005795,2024-01-26,Consumer,35-44,UK,Verified,143.15,10,1380.97,2024-10-13 19:12:55
USER_005796,2024-02-25,Business,25-34,France,Verified,194.71,8,4005.51,2024-08-21 21:14:28
USER_005797,2024-08-01,Consumer,45-54,USA,Verified,63.0,11,843.06,2024-07-28 18:24:58
USER_005798,2024-04-01,Premium,35-44,USA,Verified,174.7,13,1352.03,2024-09-19 21:31:17
USER_005799,2024-03-23,Premium,35-44,Australia,Pending,16.58,8,2212.3,2024-10-08 12:04:43
USER_005800,2024-05-25,Consumer,35-44,Brazil,Verified,3.01,4,191.36,2024-09-29 23:18:22
USER_005801,2024-10-20,Consumer,18-24,India,Verified,563.25,6,1410.13,2024-09-22 15:23:07
USER_005802,2024-10-14,Consumer,35-44,USA,Verified,40.47,8,633.98,2024-10-07 15:44:35
USER_005803,2024-03-31,Consumer,18-24,UK,Verified,75.84,12,761.14,2024-10-10 15:44:08
USER_005804,2024-08-21,Business,25-34,France,Verified,19.05,10,916.48,2024-08-07 11:05:12
USER_005805,2024-10-23,Consumer,25-34,France,Unverified,5.18,12,1654.27,2024-09-24 13:01:18
USER_005806,2024-07-03,Consumer,35-44,UK,Unverified,6.22,6,1280.51,2024-09-28 10:41:47
USER_005807,2024-01-19,Consumer,45-54,UK,Verified,89.16,11,709.55,2024-09-15 22:12:26
USER_005808,2024-02-17,Premium,18-24,Canada,Verified,200.15,12,2101.28,2024-10-16 12:24:27
USER_005809,2024-06-02,Consumer,35-44,Germany,Verified,14.55,8,1976.13,2024-08-02 14:19:04
USER_005810,2024-06-14,Consumer,18-24,USA,Verified,396.11,6,1231.75,2024-05-25 18:47:35
USER_005811,2024-07-07,Consumer,18-24,Germany,Verified,4.36,17,2891.68,2024-10-04 06:14:46
USER_005812,2024-07-13,Premium,45-54,Canada,Verified,2.04,8,1205.15,2024-10-08 11:31:39
USER_005813,2024-02-04,Business,18-24,USA,Verified,89.59,3,75.23,2024-09-19 06:49:51
USER_005814,2024-08-06,Consumer,18-24,USA,Verified,42.21,16,4187.96,2024-10-25 11:31:06
USER_005815,2024-10-08,Consumer,25-34,USA,Verified,138.58,11,2806.69,2024-09-07 18:09:50
USER_005816,2024-02-03,Consumer,25-34,UK,Verified,92.69,13,2164.05,2024-10-16 19:26:38
USER_005817,2024-05-29,Consumer,25-34,Australia,Verified,1.3,9,816.48,2024-09-19 14:33:51
USER_005818,2024-08-29,Consumer,18-24,USA,Verified,337.33,5,558.26,2024-10-17 12:56:05
USER_005819,2024-03-09,Business,25-34,Australia,Verified,115.04,10,586.21,2024-10-25 07:32:10
USER_005820,2024-03-03,Consumer,25-34,UK,Pending,63.03,10,1206.85,2024-08-23 23:46:46
USER_005821,2024-05-20,Business,35-44,USA,Verified,644.64,10,454.59,2024-10-06 15:26:30
USER_005822,2024-06-17,Consumer,45-54,Australia,Verified,16.58,7,313.1,2024-08-28 22:50:25
USER_005823,2024-09-26,Consumer,25-34,France,Unverified,216.22,10,1210.04,2024-09-16 20:23:36
USER_005824,2024-07-30,Consumer,25-34,USA,Verified,36.04,9,1078.94,2024-10-15 12:09:28
USER_005825,2024-09-25,Consumer,25-34,France,Verified,23.39,10,1695.23,2024-10-19 21:14:55
USER_005826,2024-04-17,Consumer,18-24,Germany,Verified,19.38,5,299.4,2024-10-06 14:30:08
USER_005827,2024-04-17,Consumer,45-54,UK,Verified,149.61,11,848.08,2024-10-05 12:14:43
USER_005828,2024-01-30,Consumer,35-44,Germany,Verified,214.12,9,338.11,2024-10-02 13:58:35
USER_005829,2024-02-25,Consumer,18-24,USA,Verified,493.81,12,904.48,2024-09-09 18:45:56
USER_005830,2024-10-19,Consumer,25-34,Canada,Unverified,3.71,11,827.86,2024-10-04 15:13:30
USER_005831,2024-09-27,Premium,25-34,USA,Unverified,47.75,13,1626.8,2024-10-13 22:00:35
USER_005832,2024-02-14,Consumer,45-54,USA,Verified,14.3,12,1594.73,2024-10-13 14:22:56
USER_005833,2024-09-04,Business,35-44,USA,Verified,33.15,9,2143.07,2024-10-17 08:41:30
USER_005834,2024-05-27,Consumer,25-34,USA,Verified,94.9,13,1173.67,2024-10-14 06:14:58
USER_005835,2024-08-06,Business,18-24,USA,Verified,1.34,7,2435.82,2024-09-13 00:38:02
USER_005836,2024-06-11,Consumer,25-34,India,Verified,138.58,14,1988.45,2024-08-25 10:13:57
USER_005837,2024-05-12,Business,45-54,Brazil,Verified,1.76,6,987.76,2024-08-22 20:32:13
USER_005838,2024-09-26,Consumer,25-34,France,Verified,138.46,16,1688.93,2024-09-26 18:00:01
USER_005839,2024-10-21,Consumer,18-24,Australia,Verified,11.37,9,669.97,2024-10-25 17:01:01
USER_005840,2024-06-30,Consumer,18-24,UK,Verified,25.4,11,1130.49,2024-10-09 07:57:27
USER_005841,2024-03-07,Consumer,25-34,Canada,Unverified,135.57,9,2556.22,2024-07-13 12:59:00
USER_005842,2024-10-15,Consumer,18-24,India,Verified,22.5,14,1796.46,2024-10-17 16:40:53
USER_005843,2024-09-11,Consumer,35-44,UK,Verified,233.23,10,1305.8,2024-08-21 20:59:53
USER_005844,2024-09-23,Consumer,25-34,France,Verified,41.76,10,1164.7,2024-10-15 09:23:52
USER_005845,2024-09-11,Business,45-54,UK,Verified,207.92,8,1043.18,2024-09-27 11:18:40
USER_005846,2024-09-09,Consumer,35-44,USA,Verified,18.5,12,1602.62,2024-09-12 10:29:17
USER_005847,2024-04-02,Consumer,25-34,India,Pending,29.4,9,893.22,2024-10-08 12:55:40
USER_005848,2024-04-29,Consumer,35-44,USA,Verified,18.72,16,1582.63,2024-09-22 13:44:31
USER_005849,2024-05-28,Consumer,25-34,UK,Verified,79.26,11,741.93,2024-10-13 10:19:57
USER_005850,2024-04-09,Consumer,18-24,USA,Verified,188.23,14,2043.58,2024-10-19 01:50:23
USER_005851,2024-01-01,Consumer,55+,Canada,Verified,55.35,7,463.71,2024-07-28 00:38:11
USER_005852,2024-03-01,Premium,35-44,Germany,Unverified,2.2,12,2213.14,2024-09-29 19:46:26
USER_005853,2024-01-13,Business,18-24,UK,Verified,260.76,9,559.87,2024-10-07 21:51:07
USER_005854,2024-08-26,Business,25-34,Germany,Verified,21.23,8,507.42,2024-10-03 06:05:31
USER_005855,2024-03-01,Consumer,18-24,UK,Verified,12.67,8,1008.27,2024-10-11 18:14:37
USER_005856,2024-04-16,Business,25-34,UK,Verified,341.04,9,2234.81,2024-08-24 04:46:49
USER_005857,2024-07-31,Consumer,18-24,UK,Pending,48.06,12,7103.15,2024-08-30 23:43:31
USER_005858,2024-07-30,Consumer,25-34,India,Verified,35.25,4,266.07,2024-04-18 20:48:35
USER_005859,2024-01-24,Consumer,35-44,France,Unverified,89.23,5,1670.31,2024-10-04 16:43:38
USER_005860,2024-06-19,Consumer,45-54,UK,Verified,62.34,10,553.2,2024-09-30 15:43:44
USER_005861,2024-06-28,Consumer,25-34,Germany,Unverified,39.86,7,1505.99,2024-10-24 18:31:07
USER_005862,2024-10-13,Consumer,25-34,India,Verified,26.69,10,3128.72,2024-10-11 21:32:39
USER_005863,2024-04-18,Consumer,18-24,UK,Verified,19.83,9,1563.13,2024-09-25 20:08:14
USER_005864,2024-01-06,Consumer,18-24,India,Verified,6.87,12,863.56,2024-09-15 10:34:46
USER_005865,2024-04-13,Consumer,35-44,USA,Pending,44.33,9,456.83,2024-10-14 08:09:53
USER_005866,2024-05-24,Consumer,45-54,Canada,Unverified,170.55,8,682.31,2024-10-10 15:20:11
USER_005867,2024-05-10,Consumer,18-24,UK,Verified,34.16,10,392.7,2024-10-24 15:07:14
USER_005868,2024-02-04,Consumer,25-34,USA,Verified,41.34,9,1313.66,2024-10-25 10:17:07
USER_005869,2024-06-06,Business,55+,Brazil,Verified,244.68,15,1517.96,2024-09-23 11:41:10
USER_005870,2024-06-02,Consumer,35-44,UK,Verified,56.0,9,352.48,2024-10-21 18:06:11
USER_005871,2024-09-16,Consumer,18-24,Canada,Unverified,84.15,10,675.05,2024-10-15 18:38:25
USER_005872,2024-10-08,Consumer,25-34,Canada,Verified,675.41,9,560.81,2024-10-04 21:40:56
USER_005873,2024-06-14,Consumer,45-54,Canada,Verified,416.45,8,1220.26,2024-10-19 12:14:46
USER_005874,2024-01-04,Business,25-34,Canada,Verified,1156.67,12,2633.7,2024-10-23 22:49:57
USER_005875,2024-02-28,Consumer,25-34,India,Verified,265.71,11,1548.28,2024-07-08 19:43:29
USER_005876,2024-06-19,Consumer,25-34,Singapore,Pending,47.02,15,1672.24,2024-09-26 03:33:15
USER_005877,2024-06-23,Business,25-34,Germany,Verified,93.29,8,1839.93,2024-09-14 06:09:58
USER_005878,2024-07-21,Consumer,25-34,UK,Verified,52.28,8,1731.71,2024-10-19 20:05:04
USER_005879,2024-10-18,Consumer,35-44,Canada,Verified,13.68,10,987.78,2024-09-25 16:47:40
USER_005880,2024-01-15,Consumer,25-34,France,Verified,39.33,10,1701.51,2024-09-21 23:04:58
USER_005881,2024-03-30,Consumer,35-44,Canada,Verified,127.56,7,620.82,2024-10-19 22:30:13
USER_005882,2024-04-09,Consumer,25-34,USA,Verified,9.6,13,749.84,2024-10-14 20:37:25
USER_005883,2024-06-18,Consumer,25-34,Germany,Unverified,55.67,6,370.54,2024-10-21 13:04:51
USER_005884,2024-06-22,Premium,35-44,India,Verified,20.52,9,523.88,2024-10-20 00:43:47
USER_005885,2024-09-02,Consumer,55+,USA,Verified,109.09,10,808.2,2024-10-15 17:24:16
USER_005886,2024-08-30,Consumer,45-54,USA,Verified,11.45,6,672.74,2024-10-02 14:00:40
USER_005887,2024-01-19,Consumer,18-24,UAE,Verified,46.6,12,4710.66,2024-10-13 14:22:07
USER_005888,2024-03-10,Business,25-34,Australia,Verified,2.18,15,2225.63,2024-09-29 06:41:04
USER_005889,2024-09-03,Business,35-44,UK,Verified,9.26,11,1007.03,2024-10-22 09:19:29
USER_005890,2024-03-20,Consumer,35-44,USA,Verified,44.0,10,788.72,2024-10-16 15:46:27
USER_005891,2024-08-23,Consumer,35-44,Brazil,Unverified,36.49,16,2234.24,2024-10-25 13:44:39
USER_005892,2024-10-01,Consumer,55+,Australia,Verified,14.47,6,506.34,2024-10-10 11:13:56
USER_005893,2024-06-20,Consumer,25-34,Germany,Unverified,93.73,14,1138.71,2024-10-23 16:52:19
USER_005894,2024-08-24,Consumer,35-44,Australia,Unverified,10.11,6,928.21,2024-04-18 13:54:53
USER_005895,2024-07-30,Consumer,18-24,Germany,Verified,17.04,12,1802.78,2024-09-30 00:11:36
USER_005896,2024-01-29,Consumer,45-54,Germany,Verified,85.11,11,1279.75,2024-09-28 14:14:27
USER_005897,2024-09-23,Business,35-44,Brazil,Verified,17.04,8,444.26,2024-08-17 12:14:35
USER_005898,2024-06-02,Consumer,25-34,UK,Verified,2812.85,13,2467.13,2024-09-30 22:25:32
USER_005899,2024-10-16,Premium,45-54,Canada,Unverified,32.95,4,748.08,2024-08-09 18:51:22
USER_005900,2024-06-10,Consumer,35-44,Australia,Verified,126.44,6,572.34,2024-08-07 05:29:35
USER_005901,2024-10-11,Consumer,35-44,USA,Verified,4.28,8,2117.8,2024-10-20 15:12:26
USER_005902,2024-10-01,Consumer,45-54,Germany,Unverified,186.21,9,1737.99,2024-08-26 18:03:44
USER_005903,2024-01-10,Consumer,18-24,USA,Verified,12.61,13,1583.04,2024-10-03 16:10:49
USER_005904,2024-04-16,Consumer,55+,USA,Pending,42.32,8,491.67,2024-10-21 09:04:19
USER_005905,2024-10-22,Consumer,18-24,USA,Verified,204.58,9,622.1,2024-09-06 15:31:25
USER_005906,2024-06-18,Consumer,25-34,USA,Verified,35.66,4,124.19,2024-03-20 02:52:31
USER_005907,2024-06-30,Consumer,25-34,Canada,Verified,9.93,9,921.14,2024-10-11 11:11:21
USER_005908,2024-02-03,Business,25-34,USA,Verified,47.74,6,1699.42,2024-10-17 06:46:13
USER_005909,2024-03-17,Consumer,35-44,Canada,Verified,11.03,13,872.4,2024-09-28 07:26:44
USER_005910,2024-05-23,Consumer,18-24,France,Unverified,32.01,6,979.02,2024-07-22 23:02:49
USER_005911,2024-01-16,Consumer,45-54,Germany,Verified,64.61,13,3156.38,2024-10-12 20:46:38
USER_005912,2024-06-22,Business,25-34,France,Verified,107.37,9,1120.82,2024-10-10 17:16:42
USER_005913,2024-07-11,Consumer,25-34,UK,Verified,150.07,13,1303.88,2024-10-04 03:02:41
USER_005914,2024-09-30,Consumer,45-54,France,Unverified,26.28,10,1142.67,2024-10-17 12:28:31
USER_005915,2024-03-25,Consumer,35-44,Australia,Verified,4.03,11,1084.83,2024-09-04 15:04:04
USER_005916,2024-10-19,Consumer,35-44,USA,Verified,3.06,9,2003.45,2024-07-25 12:39:31
USER_005917,2024-07-18,Premium,18-24,India,Unverified,79.14,8,683.86,2024-10-17 10:53:13
USER_005918,2024-04-05,Consumer,35-44,Brazil,Verified,16.13,4,667.46,2024-10-21 20:17:55
USER_005919,2024-02-29,Consumer,25-34,France,Unverified,28.25,13,1739.67,2024-09-29 19:04:05
USER_005920,2024-06-06,Consumer,55+,UAE,Verified,2.77,5,132.75,2024-10-26 14:03:44
USER_005921,2024-06-10,Consumer,35-44,USA,Verified,51.25,7,747.8,2024-09-18 04:29:55
USER_005922,2024-01-17,Premium,45-54,USA,Verified,28.43,5,1494.93,2024-08-30 10:37:07
USER_005923,2024-05-19,Consumer,35-44,Brazil,Verified,16.29,9,1574.39,2024-10-17 21:22:19
USER_005924,2024-07-30,Consumer,35-44,USA,Verified,96.42,12,805.3,2024-10-13 11:21:30
USER_005925,2024-02-14,Consumer,35-44,Canada,Unverified,6.37,9,1449.68,2024-08-20 09:09:51
USER_005926,2024-09-11,Consumer,35-44,USA,Verified,113.32,11,2261.73,2024-10-01 08:41:50
USER_005927,2024-05-01,Business,18-24,UK,Verified,3.02,11,849.51,2024-10-21 12:52:24
USER_005928,2024-07-09,Consumer,25-34,UK,Unverified,1025.8,16,2504.86,2024-09-30 22:52:27
USER_005929,2024-08-19,Consumer,25-34,USA,Verified,52.77,8,1400.81,2024-09-25 13:24:01
USER_005930,2024-06-03,Business,35-44,Canada,Verified,1718.14,8,591.12,2024-08-20 22:39:21
USER_005931,2024-04-20,Consumer,35-44,USA,Unverified,4.77,13,1697.5,2024-10-25 18:21:10
USER_005932,2024-09-25,Consumer,35-44,UK,Unverified,33.89,11,651.35,2024-10-06 11:52:09
USER_005933,2024-06-03,Consumer,45-54,Australia,Verified,315.79,10,962.43,2024-10-14 08:41:21
USER_005934,2024-03-30,Premium,25-34,Germany,Pending,160.18,13,3098.42,2024-08-27 23:08:27
USER_005935,2024-02-27,Consumer,25-34,Germany,Verified,127.74,11,10376.71,2024-10-23 03:13:43
USER_005936,2024-07-10,Consumer,18-24,Canada,Unverified,42.18,7,190.72,2024-08-28 10:12:38
USER_005937,2024-01-20,Consumer,18-24,USA,Verified,18.86,6,527.18,2024-10-26 10:09:09
USER_005938,2024-04-13,Consumer,18-24,UK,Pending,68.48,13,2045.53,2024-10-17 09:51:26
USER_005939,2024-02-17,Consumer,25-34,UK,Unverified,54.44,9,594.4,2024-10-22 11:59:46
USER_005940,2024-08-15,Consumer,35-44,USA,Unverified,87.6,11,1600.67,2024-10-23 08:49:24
USER_005941,2024-09-16,Consumer,18-24,Germany,Pending,299.09,11,1809.0,2024-08-08 06:20:24
USER_005942,2024-01-13,Consumer,18-24,Canada,Verified,37.92,12,1343.07,2024-10-24 17:49:29
USER_005943,2024-09-04,Consumer,55+,USA,Unverified,28.09,7,2369.98,2024-09-07 10:36:57
USER_005944,2024-09-13,Business,55+,USA,Verified,7.81,9,355.51,2024-10-15 11:55:04
USER_005945,2024-03-19,Premium,35-44,USA,Unverified,4.41,7,447.62,2024-07-01 16:58:14
USER_005946,2024-04-07,Consumer,18-24,India,Unverified,8.9,4,1247.22,2024-07-31 01:25:39
USER_005947,2024-06-23,Consumer,45-54,Brazil,Verified,248.11,17,1143.22,2024-09-09 14:22:20
USER_005948,2024-09-04,Consumer,25-34,India,Verified,329.39,15,2097.54,2024-10-26 06:14:52
USER_005949,2024-09-25,Consumer,18-24,Canada,Verified,7.45,6,741.12,2024-10-25 06:34:46
USER_005950,2024-06-07,Business,35-44,Singapore,Unverified,24.94,10,973.25,2024-10-26 18:11:20
USER_005951,2024-06-16,Consumer,18-24,UK,Verified,99.3,14,1123.88,2024-10-21 07:35:24
