State,City,Total_Orders,Total_Revenue,Unique_Customers
GO,jaupaci,1,105.28,1
GO,jesupolis,2,195.34,2
GO,joviania,5,472.11,5
GO,jussara,3,130.91,3
GO,leopoldo de bulhoes,1,300.76,1
GO,luziania,33,5608.51,33
GO,mambai,2,921.9,2
GO,mara rosa,2,218.17000000000002,2
GO,matrincha,2,207.18,2
GO,maurilandia,4,334.51,4
GO,mimoso de goias,1,179.12,1
GO,minacu,11,1787.83,11
GO,mineiros,25,4233.22,25
GO,montividiu do norte,1,33.09,1
GO,morrinhos,14,1804.72,14
GO,morro agudo de goias,1,50.68,1
GO,mossamedes,1,84.14,1
GO,mozarlandia,7,1008.04,7
GO,mundo novo,2,340.15,2
GO,mutunopolis,1,58.56,1
GO,nazario,2,274.39,2
GO,neropolis,7,1464.02,7
GO,niquelandia,13,1902.01,13
GO,nova america,1,66.11,1
GO,nova aurora,1,512.62,1
GO,nova crixas,1,176.18,1
GO,nova roma,1,67.59,1
GO,nova veneza,4,419.0,4
GO,novo gama,13,2001.4099999999999,13
GO,novo planalto,1,46.29,1
GO,orizona,6,657.08,6
GO,ouro verde de goias,1,98.23,1
GO,ouvidor,1,401.07,1
GO,padre bernardo,4,263.69,4
GO,palmeiras de goias,3,407.33,3
GO,palminopolis,1,237.94,1
GO,paranaiguara,3,293.35,3
GO,parauna,4,610.16,4
GO,piracanjuba,10,2211.4,10
GO,piranhas,4,911.81,4
GO,pirenopolis,4,355.74,4
GO,pires do rio,12,3930.0299999999997,12
GO,planaltina,10,949.34,10
GO,planaltina de goias,2,131.61,2
GO,pontalina,2,488.72,2
GO,porangatu,13,2162.74,13
GO,portelandia,2,130.63,2
GO,posse,15,3940.71,15
GO,quirinopolis,14,1789.8,14
GO,rianapolis,4,534.47,4
GO,rio verde,63,11778.15,63
GO,rubiataba,7,1210.69,7
GO,sanclerlandia,4,510.34000000000003,4
GO,santa cruz de goias,2,779.6899999999999,2
GO,santa fe de goias,4,1921.2700000000002,4
GO,santa helena de goias,9,1733.6799999999998,9
GO,santa rita do araguaia,7,972.03,7
GO,santo antonio do descoberto,5,992.8800000000001,5
GO,sao joao d'alianca,3,844.86,3
GO,sao joao da parauna,1,187.84,1
GO,sao luis de montes belos,7,1412.96,7
GO,sao luiz do norte,1,148.33,1
GO,sao miguel do araguaia,5,1518.03,5
GO,sao patricio,1,172.96,1
GO,sao simao,3,294.96,3
GO,senador canedo,16,1790.29,16
GO,serranopolis,3,1210.27,3
GO,silvania,7,1373.15,7
GO,simolandia,2,169.73,2
GO,teresina de goias,1,96.8,1
GO,trindade,24,4007.41,24
GO,trombas,1,32.07,1
GO,turvania,2,117.35000000000001,2
GO,turvelandia,1,42.4,1
GO,uruacu,17,2307.27,17
GO,uruana,3,1355.9499999999998,3
GO,urutai,3,184.79000000000002,3
GO,valparaiso de goias,37,6424.51,37
GO,vianopolis,3,616.76,3
GO,vicentinopolis,2,420.55,2
MA,acailandia,7,1233.48,7
MA,alcantara,1,464.86,1
MA,alto alegre do maranhao,1,123.32,1
MA,alto alegre do pindare,1,259.56,1
MA,alto parnaiba,5,948.0999999999999,5
MA,amapa do maranhao,1,50.05,1
MA,araguana,1,224.07,1
MA,arame,1,64.14,1
MA,arari,2,828.79,2
MA,bacabal,11,3883.5,11
MA,bacuri,3,444.21000000000004,3
MA,balsas,17,6607.7300000000005,17
MA,barra do corda,7,1354.34,7
MA,barreirinhas,4,490.73,4
MA,bela vista do maranhao,1,83.15,1
MA,benedito leite,1,134.12,1
MA,bequimao,1,386.15,1
MA,boa vista do gurupi,2,154.75,2
MA,bom jardim,1,60.05,1
MA,bom jesus das selvas,2,301.41999999999996,2
MA,brejo,1,138.24,1
MA,buriti,1,229.9,1
MA,buriticupu,4,837.4,4
MA,cajapio,1,149.16,1
MA,cajari,1,316.3,1
MA,campestre do maranhao,2,340.95000000000005,2
MA,candido mendes,1,316.58,1
MA,cantanhede,1,735.85,1
MA,capinzal do norte,2,460.6,2
MA,carolina,2,500.69,2
MA,carutapera,2,251.23000000000002,2
MA,caxias,16,2604.15,16
MA,cedral,3,1416.52,3
MA,centro novo do maranhao,1,352.80999999999995,1
MA,chapadinha,3,287.06,3
MA,cidelandia,1,528.8,1
MA,codo,7,2943.12,7
MA,coelho neto,3,418.6,3
MA,colinas,3,1263.4,3
MA,coroata,9,1328.47,9
MA,cururupu,3,754.67,3
MA,dom pedro,3,438.68,3
MA,esperantinopolis,3,771.4100000000001,3
MA,estreito,3,427.65000000000003,3
MA,formosa da serra negra,1,155.5,1
MA,fortuna,3,661.92,3
MA,goncalves dias,1,99.25,1
MA,governador eugenio barros,1,417.45,1
MA,grajau,5,965.51,5
MA,guimaraes,1,252.11,1
MA,humberto de campos,1,81.57,1
MA,icatu,1,892.9,1
MA,imperatriz,40,9144.78,40
MA,itapecuru mirim,4,702.95,4
MA,jatoba,1,186.36,1
MA,joao lisboa,5,810.7099999999999,5
MA,joselandia,1,109.18,1
MA,lago da pedra,5,1038.96,5
MA,lago verde,1,134.01,1
MA,loreto,1,1643.64,1
MA,magalhaes de almeida,1,323.52,1
MA,maioba,2,696.9499999999999,2
MA,maracacume,4,802.4200000000001,4
MA,maranhaozinho,1,76.57,1
MA,mata roma,2,260.90999999999997,2
MA,matoes,1,106.3,1
MA,matoes do norte,2,772.28,2
MA,miranda do norte,1,154.64,1
MA,mirinzal,3,311.65,3
MA,moncao,1,143.36,1
MA,nova olinda do maranhao,4,1724.3299999999997,4
MA,olho d'agua das cunhas,2,370.97,2
MA,paco do lumiar,7,1005.93,7
MA,paraibano,3,422.91,3
MA,parnarama,1,217.82,1
MA,passagem franca,1,87.66,1
MA,pastos bons,2,210.22,2
MA,pedreiras,3,1141.76,3
MA,peri mirim,1,59.83,1
MA,pindare mirim,3,586.2,3
MA,pinheiro,4,553.23,4
MA,pio xii,1,546.03,1
MA,pocao de pedras,1,214.05,1
MA,porto franco,2,349.14,2
MA,presidente dutra,11,2546.36,11
MA,presidente juscelino,1,302.46,1
MA,presidente medici,1,143.99,1
MA,rosario,1,79.04,1
MA,sambaiba,1,215.47,1
MA,santa helena,3,892.14,3
MA,santa ines,12,1956.91,12
MA,santa luzia,2,313.52,2
MA,santa luzia do parua,1,115.78,1
MA,santa quiteria do maranhao,1,100.75,1
MA,santa rita,1,124.33,1
MA,sao benedito do rio preto,1,133.22,1
MA,sao bento,2,661.03,2
MA,sao bernardo,3,923.39,3
MA,sao domingos do maranhao,2,219.51,2
MA,sao francisco do brejao,1,82.75,1
MA,sao joao batista,1,149.11,1
MA,sao joao do paraiso,1,115.92,1
MA,sao joao dos patos,7,1615.47,7
MA,sao jose de ribamar,14,1870.87,14
MA,sao luis,335,62155.04,335
MA,sao mateus do maranhao,3,930.7,3
MA,sao pedro da agua branca,1,336.56,1
MA,sao vicente ferrer,1,314.37,1
MA,satubinha,2,229.97000000000003,2
MA,senador la rocque,1,124.43,1
MA,sitio novo,1,59.14,1
MA,sucupira do norte,2,404.20000000000005,2
MA,timon,11,1415.47,11
MA,tutoia,2,556.87,2
MA,urbano santos,5,703.99,5
MA,vargem grande,1,137.01,1
MA,viana,5,845.14,5
MA,vitoria do mearim,1,64.85,1
MA,vitorino freire,3,1744.37,3
MA,ze doca,5,878.9200000000001,5
MG,abadia dos dourados,3,413.5,3
MG,abaete,12,1946.81,12
MG,abre campo,5,367.28999999999996,5
MG,acaiaca,2,207.9,2
MG,acucena,1,54.11,1
MG,agua comprida,2,140.65,2
MG,aguas formosas,5,1580.57,5
MG,aguas vermelhas,3,692.89,3
MG,aimores,10,1166.62,10
MG,aiuruoca,4,365.03000000000003,4
MG,alagoa,1,93.98,1
MG,alem paraiba,28,3548.32,28
MG,alexandrita,1,130.0,1
MG,alfenas,43,6539.45,43
MG,alfredo vasconcelos,3,616.74,3
MG,almenara,14,3212.33,14
MG,alpercata,2,260.77,2
MG,alpinopolis,7,969.45,7
MG,alterosa,3,308.64,3
MG,alto caparao,2,522.0799999999999,2
MG,alto jequitiba,3,275.43,3
MG,alto rio doce,4,278.54999999999995,4
MG,alvarenga,2,245.10999999999999,2
MG,alvinopolis,11,1020.96,11
MG,amparo da serra,1,66.06,1
MG,andradas,12,4595.97,12
MG,andrelandia,3,169.06,3
MG,andrequice,1,215.14,1
MG,angustura,1,166.29,1
MG,antonio carlos,1,48.21,1
MG,antonio pereira,2,122.32,2
MG,antonio prado de minas,3,334.21,3
MG,antunes,1,135.39,1
MG,aracitaba,2,156.74,2
MG,aracuai,9,1588.78,9
MG,araguari,54,12048.94,54
MG,arantina,1,204.41,1
MG,araponga,2,305.13,2
MG,arapora,5,1253.37,5
MG,arapua,1,112.77,1
MG,araujos,5,2711.2200000000003,5
MG,araxa,75,15041.85,75
MG,arceburgo,7,1160.83,7
MG,arcos,25,5989.36,25
MG,areado,6,1360.55,6
MG,arinos,8,959.8199999999999,8
MG,astolfo dutra,11,1509.69,11
MG,ataleia,2,200.69,2
MG,azurita,3,220.85000000000002,3
MG,baependi,8,1587.39,8
MG,baldim,2,699.0400000000001,2
MG,bambui,18,2558.6800000000003,18
MG,bandeira,3,419.21,3
MG,bandeira do sul,2,466.28999999999996,2
MG,barao de cocais,18,2452.94,18
MG,barbacena,79,14209.71,79
MG,barra longa,1,1341.55,1
MG,barroso,11,1575.52,11
MG,bela vista de minas,1,134.51,1
MG,belo horizonte,2697,406050.87,2697
MG,belo oriente,5,833.02,5
MG,belo vale,3,374.48,3
MG,berilo,1,78.22,1
MG,berizal,1,221.98,1
MG,bertopolis,1,82.12,1
MG,betim,196,32101.51,196
MG,bias fortes,2,108.47999999999999,2
MG,bicas,7,868.55,7
MG,boa esperanca,11,1769.0,11
MG,bocaiuva,13,1943.22,13
MG,bom despacho,38,5554.6,38
MG,bom jardim de minas,8,1068.38,8
MG,bom jesus da penha,2,120.84,2
MG,bom jesus do amparo,1,218.54,1
MG,bom jesus do galho,4,4923.81,4
MG,bom repouso,4,487.94999999999993,4
MG,bom sucesso,4,994.6999999999999,4
MG,bonfim,4,308.54999999999995,4
MG,bonfinopolis de minas,2,1433.75,2
MG,bonito de minas,1,115.44,1
MG,borda da mata,6,1062.25,6
MG,botelhos,8,1456.47,8
MG,bras pires,2,108.02,2
MG,brasilandia de minas,1,98.49,1
MG,brasilia de minas,9,922.92,9
MG,brasopolis,1,115.9,1
MG,braunas,1,105.28,1
MG,brazopolis,6,1015.5,6
MG,brejo bonito,1,153.9,1
MG,brumadinho,26,2795.25,26
MG,bueno brandao,4,238.32999999999998,4
MG,buenopolis,4,1464.22,4
MG,bugre,1,209.3,1
MG,buritis,13,2045.45,13
MG,buritizeiro,8,2911.23,8
MG,cabeceira grande,3,348.75,3
MG,cabo verde,3,519.17,3
MG,cachoeira da prata,2,214.43,2
MG,cachoeira de minas,6,557.9100000000001,6
MG,cachoeira de pajeu,3,504.03,3
MG,cachoeira do brumado,1,211.17,1
MG,cachoeira do campo,2,909.84,2
MG,cachoeira dourada,1,142.67,1
MG,caetanopolis,8,805.62,8
MG,caete,27,3144.06,27
MG,caiana,3,285.61,3
MG,cajuri,1,71.53,1
MG,caldas,5,621.94,5
MG,camacho,1,80.9,1
MG,camanducaia,9,2381.76,9
MG,cambui,22,3660.81,22
MG,cambuquira,5,444.24,5
MG,campanario,2,313.28999999999996,2
MG,campanha,7,786.26,7
MG,campestre,3,384.32,3
MG,campina verde,10,868.85,10
MG,campo alegre de minas,1,137.93,1
MG,campo azul,1,96.22,1
MG,campo belo,21,2218.31,21
MG,campo do meio,4,309.08000000000004,4
MG,campo florido,1,92.02,1
MG,campos altos,5,498.61,5
MG,campos gerais,4,571.17,4
MG,canaa,1,69.54,1
MG,canapolis,5,604.6800000000001,5
MG,candeias,9,975.85,9
MG,cantagalo,2,314.4,2
MG,caparao,1,64.42,1
MG,capela nova,1,121.27,1
MG,capelinha,19,2968.12,19
MG,capetinga,2,239.37,2
MG,capim branco,2,187.17000000000002,2
MG,capinopolis,11,1277.95,11
MG,capitao andrade,1,199.0,1
MG,capitao eneas,1,98.84,1
MG,capitolio,5,590.12,5
MG,caputira,2,590.6600000000001,2
MG,carai,6,626.6899999999999,6
MG,carandai,11,1386.44,11
MG,carangola,25,4843.37,25
MG,caratinga,62,11211.45,62
MG,carbonita,4,841.12,4
MG,careacu,2,169.58999999999997,2
MG,carlos chagas,2,157.37,2
MG,carmesia,1,280.63,1
MG,carmo da cachoeira,4,370.64,4
MG,carmo da mata,6,578.61,6
MG,carmo de minas,3,699.53,3
MG,carmo do cajuru,10,1932.42,10
MG,carmo do paranaiba,16,4652.95,16
MG,carmo do rio claro,9,1969.5300000000002,9
MG,carmopolis de minas,5,1756.72,5
MG,carneirinho,3,345.03,3
MG,carrancas,3,180.62,3
MG,carvalhopolis,3,308.84,3
MG,cascalho rico,1,85.92,1
MG,cassia,6,364.41,6
MG,cataguases,32,5139.96,32
MG,catas altas,5,1160.35,5
MG,caxambu,16,2161.84,16
MG,cedro do abaete,1,58.09,1
MG,central de santa helena,1,158.76,1
MG,centralina,1,45.09,1
MG,chacara,2,226.28,2
MG,chale,2,156.22,2
MG,chapada do norte,2,411.87,2
MG,chapada gaucha,4,528.01,4
MG,chaveslandia,2,277.51,2
MG,claraval,1,197.04,1
MG,claro dos pocoes,1,123.68,1
MG,claudio,20,3403.8,20
MG,cocais,1,281.3,1
MG,coimbra,1,55.01,1
MG,coluna,3,344.56,3
MG,comercinho,1,144.65,1
MG,conceicao da aparecida,5,1063.65,5
MG,conceicao da ibitipoca,1,55.09,1
MG,conceicao das alagoas,3,1641.4,3
MG,conceicao das pedras,4,412.05,4
MG,conceicao do formoso,1,215.24,1
MG,conceicao do mato dentro,12,1606.34,12
MG,conceicao do para,3,749.55,3
MG,conceicao do rio verde,5,970.15,5
MG,conceicao dos ouros,4,714.92,4
MG,confins,1,444.25,1
MG,congonhal,4,568.19,4
MG,congonhas,30,3618.83,30
MG,conquista,6,602.4200000000001,6
MG,conselheiro lafaiete,82,10750.73,82
MG,conselheiro pena,15,2393.18,15
MG,contagem,415,57240.61,415
MG,coracao de jesus,3,173.38,3
MG,corinto,11,1545.63,11
MG,coroaci,2,374.99,2
MG,coromandel,25,2956.71,25
MG,coronel fabriciano,40,4914.66,40
MG,coronel murta,1,255.84,1
MG,coronel pacheco,1,99.9,1
MG,corrego danta,1,57.62,1
MG,corrego fundo,1,144.65,1
MG,crisolita,2,134.24,2
MG,cristais,3,249.61,3
MG,cristalia,3,517.31,3
MG,cristiano otoni,2,279.38,2
MG,cristina,7,1168.74,7
MG,crucilandia,1,30.47,1
MG,cruzeiro da fortaleza,2,144.29999999999998,2
MG,cruzilia,4,447.26,4
MG,cuite velho,1,35.09,1
MG,curvelo,42,6406.88,42
MG,datas,1,920.94,1
MG,delfim moreira,1,39.37,1
MG,delfinopolis,3,318.02,3
MG,descoberto,3,264.02000000000004,3
MG,desembargador otoni,1,196.02,1
MG,desterro de entre rios,1,58.28,1
MG,desterro do melo,1,35.86,1
MG,diamantina,27,2907.93,27
MG,diogo de vasconcelos,2,244.70999999999998,2
MG,dionisio,2,154.42000000000002,2
MG,divinesia,1,333.51,1
MG,divino,13,1466.1599999999999,13
MG,divino das laranjeiras,1,51.1,1
MG,divinolandia de minas,5,312.82,5
MG,divinopolis,132,38392.73,132
MG,divisa alegre,2,232.35000000000002,2
MG,divisa nova,1,788.71,1
MG,dom cavati,1,93.08,1
MG,dom joaquim,1,163.38,1
MG,dom silverio,4,484.12,4
MG,dom vicoso,2,313.8,2
MG,dona euzebia,2,354.94000000000005,2
MG,dores de campos,8,1464.19,8
MG,dores do indaia,7,928.86,7
MG,durande,2,146.19,2
MG,eloi mendes,10,2077.95,10
MG,engenheiro navarro,1,2106.55,1
MG,entre folhas,1,106.07,1
MG,entre rios de minas,7,1709.6200000000001,7
MG,ervalia,7,1230.45,7
MG,esmeraldas,14,2043.24,14
MG,espera feliz,19,3751.42,19
MG,espinosa,6,2947.44,6
MG,estevao de araujo,1,32.43,1
MG,estiva,1,29.13,1
MG,estrela do indaia,2,147.5,2
MG,estrela do sul,1,105.28,1
MG,eugenopolis,5,1071.39,5
MG,ewbank da camara,1,98.16,1
MG,extrema,39,5224.88,39
MG,felicio dos santos,1,191.58,1
MG,felisburgo,1,123.47,1
MG,felixlandia,1,90.28,1
MG,ferros,2,147.36,2
MG,fervedouro,8,1128.6100000000001,8
MG,florestal,3,382.47,3
MG,fonseca,1,107.53,1
MG,formiga,32,5033.34,32
MG,formoso,2,867.1,2
MG,francisco badaro,3,435.81,3
MG,francisco dumont,2,141.87,2
MG,francisco sa,3,599.75,3
MG,frei gaspar,1,89.19,1
MG,frei inocencio,5,733.89,5
MG,frei lagonegro,1,260.34,1
MG,fronteira,6,1079.53,6
MG,fruta de leite,2,212.16,2
MG,frutal,24,3923.15,24
MG,gameleiras,3,529.94,3
MG,glaura,1,89.36,1
MG,goiabeira,2,302.27,2
MG,goiana,3,137.25,3
MG,goncalves,3,405.07000000000005,3
MG,gouveia,4,1167.23,4
MG,governador valadares,134,21475.72,134
MG,grao mogol,3,999.3,3
MG,grupiara,1,148.94,1
MG,guanhaes,18,2313.75,18
MG,guape,1,210.48,1
MG,guaraciaba,2,246.93,2
MG,guaranesia,9,972.8299999999999,9
MG,guarani,7,2634.31,7
MG,guarara,2,546.5699999999999,2
MG,guarda-mor,2,123.10999999999999,2
MG,guaxupe,37,6967.0,37
MG,guidoval,2,400.11,2
MG,guimarania,4,609.33,4
MG,guinda,1,47.11,1
MG,guiricema,1,161.56,1
MG,iapu,4,497.92999999999995,4
MG,ibertioga,1,181.21,1
MG,ibia,8,1736.17,8
MG,ibiai,3,689.95,3
MG,ibiracatu,1,148.15,1
MG,ibiraci,3,443.48,3
MG,ibirite,47,8317.09,47
MG,icarai de minas,2,313.03,2
MG,igarape,9,2016.35,9
MG,igaratinga,1,336.38,1
MG,iguatama,3,360.4,3
MG,ilicinea,1,105.28,1
MG,imbe de minas,2,245.81,2
MG,inconfidentes,2,208.97,2
MG,indianopolis,1,48.31,1
MG,ingai,1,109.38,1
MG,inhapim,7,565.35,7
MG,inhauma,2,161.21,2
MG,inimutaba,2,376.39,2
MG,ipaba,8,1585.26,8
MG,ipanema,7,3916.27,7
MG,ipatinga,169,25958.56,169
MG,ipiacu,3,534.09,3
MG,ipuiuna,1,188.34,1
MG,irai de minas,2,536.9399999999999,2
MG,itabira,77,12126.89,77
MG,itabirinha,1,157.41,1
MG,itabirito,28,5798.05,28
MG,itacarambi,3,399.58000000000004,3
MG,itaguara,2,76.47,2
MG,itajuba,92,15992.36,92
MG,itamarandiba,8,2036.27,8
MG,itambacuri,6,727.89,6
MG,itamogi,2,269.03,2
MG,itamonte,10,1105.06,10
MG,itanhandu,13,2113.88,13
MG,itanhomi,4,375.53,4
MG,itaobim,6,1026.56,6
MG,itapagipe,5,341.5,5
MG,itapecerica,13,1603.68,13
MG,itapeva,5,386.1,5
MG,itatiaiucu,2,167.15,2
MG,itau de minas,5,460.03,5
MG,itauna,56,9012.789999999999,56
MG,itinga,3,434.67,3
MG,itueta,2,508.94000000000005,2
MG,ituiutaba,53,6593.01,53
MG,iturama,14,1931.51,14
MG,itutinga,1,96.01,1
MG,jaboticatubas,1,808.87,1
MG,jacinto,2,144.46,2
MG,jacui,4,475.87,4
MG,jacutinga,18,3136.24,18
MG,jaguaracu,1,71.04,1
MG,jaiba,6,799.04,6
MG,jampruca,1,262.83,1
MG,janauba,16,3646.2200000000003,16
MG,januaria,22,4050.95,22
MG,japaraiba,1,132.46,1
MG,jeceaba,6,683.51,6
MG,jenipapo de minas,1,22.58,1
MG,jequeri,1,676.84,1
MG,jequitai,2,243.3,2
MG,jequitiba,2,703.86,2
MG,jequitinhonha,11,1595.86,11
MG,jesuania,5,461.09,5
MG,joaima,1,53.0,1
MG,joao monlevade,50,8232.52,50
MG,joao pinheiro,16,2814.03,16
MG,jordania,5,1047.2,5
MG,juatuba,4,699.33,4
MG,juiz de fora,423,74856.62,423
MG,juruaia,6,470.59000000000003,6
MG,juvenilia,2,109.1,2
MG,ladainha,2,210.20999999999998,2
MG,lagoa da prata,10,1884.08,10
MG,lagoa dos patos,1,74.05,1
MG,lagoa dourada,5,707.3,5
MG,lagoa formosa,7,921.9200000000001,7
MG,lagoa grande,4,2175.77,4
MG,lagoa santa,58,9681.01,58
MG,lajinha,3,567.69,3
MG,lambari,8,1692.91,8
MG,lamim,1,108.63,1
MG,laranjal,1,316.3,1
MG,lavras,80,14744.86,80
MG,leandro ferreira,2,248.1,2
MG,leopoldina,17,2038.21,17
MG,liberdade,3,150.9,3
MG,lima duarte,6,920.86,6
MG,limeira do oeste,2,502.43000000000006,2
MG,luisburgo,2,314.57,2
MG,luizlandia do oeste,2,265.31,2
MG,luminarias,3,468.68,3
MG,luz,2,200.53,2
MG,machacalis,2,175.17,2
MG,machado,21,3182.8,21
MG,macuco de minas,1,215.14,1
MG,madre de deus de minas,3,422.11,3
MG,major porto,1,100.33,1
MG,malacacheta,7,1702.21,7
MG,mamonas,1,246.36,1
MG,manga,3,445.78999999999996,3
MG,manhuacu,64,10066.62,64
MG,manhumirim,16,2817.5299999999997,16
MG,mantena,11,1946.55,11
MG,mar de espanha,9,1191.57,9
MG,maravilhas,4,516.36,4
MG,maria da fe,3,365.65,3
MG,mariana,33,5218.88,33
MG,marilac,1,942.78,1
MG,mario campos,3,690.9,3
MG,martinesia,1,53.23,1
MG,martinho campos,2,473.7,2
MG,martins soares,6,613.9,6
MG,mata verde,6,1667.51,6
MG,materlandia,2,116.65,2
MG,mateus leme,8,654.1,8
MG,matias barbosa,13,2489.66,13
MG,matipo,4,552.35,4
MG,mato verde,3,651.31,3
MG,matozinhos,12,944.16,12
MG,matutina,2,167.66,2
MG,medeiros,2,317.7,2
MG,medina,6,694.4000000000001,6
MG,mendes pimentel,5,477.73,5
MG,mendonca,1,179.35,1
MG,merces,4,285.82,4
MG,mesquita,1,77.57,1
MG,minas novas,4,507.14,4
MG,minduri,1,43.18,1
MG,miradouro,1,64.42,1
MG,mirai,8,1132.43,8
MG,miravania,1,50.1,1
MG,moeda,1,85.46,1
MG,moema,1,214.12,1
MG,monsenhor paulo,1,69.12,1
MG,montalvania,3,422.43,3
MG,monte alegre de minas,4,302.91,4
MG,monte azul,5,729.88,5
MG,monte belo,5,1340.3,5
MG,monte carmelo,23,3403.67,23
MG,monte formoso,2,103.19,2
MG,monte santo de minas,9,1018.0,9
MG,monte siao,20,2866.44,20
MG,monte verde,3,463.45000000000005,3
MG,montes claros,207,30722.4,207
MG,montezuma,2,220.35,2
MG,morada nova de minas,3,730.37,3
MG,morro da garca,1,227.14,1
MG,morro do ferro,1,154.38,1
MG,morro do pilar,1,87.64,1
MG,morro vermelho,1,40.99,1
MG,munhoz,4,477.12,4
MG,muriae,63,12532.07,63
MG,mutum,8,1589.8700000000001,8
MG,muzambinho,9,840.63,9
MG,nacip raydan,1,92.16,1
MG,nanuque,25,2920.75,25
MG,natercia,1,57.5,1
MG,nazareno,2,190.26,2
MG,nepomuceno,9,810.68,9
MG,nova era,15,2565.16,15
MG,nova lima,96,23112.170000000002,96
MG,nova ponte,9,1638.5400000000002,9
MG,nova resende,1,26.09,1
MG,nova serrana,49,8693.69,49
MG,novo cruzeiro,9,968.87,9
MG,olaria,1,96.22,1
MG,olhos d'agua,1,119.84,1
MG,oliveira,22,3102.9700000000003,22
MG,orizania,1,190.09,1
MG,ouro branco,41,5283.79,41
MG,ouro fino,16,2978.2200000000003,16
MG,ouro preto,55,8149.91,55
MG,ouro verde de minas,2,114.19,2
MG,padre carvalho,1,582.94,1
MG,padre paraiso,1,77.57,1
MG,paineiras,1,81.98,1
MG,pains,3,406.77,3
MG,paiva,2,181.74,2
MG,palma,4,504.05,4
MG,palmopolis,1,113.2,1
MG,papagaios,4,367.66,4
MG,para de minas,37,7994.59,37
MG,paracatu,62,10113.1,62
MG,paraguacu,12,1826.29,12
MG,paraisopolis,15,2453.2200000000003,15
MG,paraopeba,9,1066.74,9
MG,passa quatro,9,1906.52,9
MG,passa tempo,1,146.46,1
MG,passos,43,5196.44,43
MG,patis,1,65.0,1
MG,patos de minas,99,19269.36,99
MG,patrocinio,45,8023.55,45
MG,patrocinio do muriae,2,134.38,2
MG,paula candido,1,168.19,1
MG,pavao,1,75.63,1
MG,pecanha,4,988.53,4
MG,pedra azul,5,543.8,5
MG,pedra do indaia,1,96.08,1
MG,pedra menina,1,38.5,1
MG,pedralva,3,844.3199999999999,3
MG,pedrinopolis,3,553.3,3
MG,pedro leopoldo,40,5875.05,40
MG,pequi,1,197.5,1
MG,perdigao,6,383.08,6
MG,perdizes,8,1382.5,8
MG,perdoes,9,752.01,9
MG,periquito,2,1588.1,2
MG,perpetuo socorro,2,182.3,2
MG,pescador,1,44.42,1
MG,piau,2,161.44,2
MG,piedade de caratinga,7,799.83,7
MG,piedade do rio grande,3,466.90000000000003,3
MG,piedade dos gerais,3,440.15999999999997,3
MG,pimenta,2,271.26,2
MG,pingo-d'agua,1,413.02,1
MG,pinhotiba,1,77.57,1
MG,piracema,1,166.59,1
MG,pirajuba,1,152.61,1
MG,piranga,4,400.39,4
MG,piranguinho,9,1689.85,9
MG,pirapetinga,7,640.39,7
MG,pirapora,42,7842.16,42
MG,pirauba,3,307.69,3
MG,pitangui,22,3064.2,22
MG,piumhi,3,283.52,3
MG,piumhii,28,4454.11,28
MG,planura,2,151.1,2
MG,poco fundo,8,1244.88,8
MG,pocoes de paineiras,1,145.95,1
MG,pocos de caldas,116,18309.36,116
MG,pocrane,3,223.12,3
MG,pompeu,11,1321.6699999999998,11
MG,ponte nova,39,7823.69,39
MG,ponto do marambaia,1,28.8,1
MG,ponto dos volantes,2,74.3,2
MG,porteirinha,5,358.05,5
MG,porto firme,2,188.5,2
MG,pote,3,577.53,3
MG,pouso alegre,128,23967.97,128
MG,pouso alto,3,302.81,3
MG,prados,3,250.95,3
MG,prata,10,1270.36,10
MG,pratapolis,1,68.62,1
MG,presidente kubitschek,2,156.06,2
MG,presidente olegario,6,557.41,6
MG,prudente de morais,2,168.49,2
MG,quatituba,1,114.85,1
MG,queixada,1,77.29,1
MG,raposos,11,1297.31,11
MG,raul soares,12,1357.77,12
MG,ravena,1,86.73,1
MG,recreio,3,334.19,3
MG,resende costa,3,276.09000000000003,3
MG,resplendor,10,944.5999999999999,10
MG,ressaquinha,1,229.07,1
MG,riachinho,2,124.05000000000001,2
MG,riacho dos machados,3,331.25,3
MG,ribeirao das neves,98,14774.8,98
MG,ribeirao vermelho,2,352.53,2
MG,ribeiro junqueira,1,200.33,1
MG,rio acima,8,709.23,8
MG,rio casca,5,433.47,5
MG,rio doce,1,96.2,1
MG,rio espera,1,176.45,1
MG,rio manso,5,939.6800000000001,5
MG,rio novo,4,613.25,4
MG,rio paranaiba,9,881.48,9
MG,rio pardo de minas,5,708.49,5
MG,rio piracicaba,4,580.14,4
MG,rio pomba,6,1464.8600000000001,6
MG,rio preto,4,233.2,4
MG,ritapolis,3,212.32999999999998,3
MG,rodeiro,3,482.21,3
MG,romaria,2,310.46,2
MG,rubelita,1,80.88,1
MG,rubim,3,289.48,3
MG,sabara,42,5334.36,42
MG,sabinopolis,5,412.4,5
MG,sacramento,13,2358.54,13
MG,salinas,22,5691.16,22
MG,salto da divisa,2,151.66000000000003,2
MG,santa barbara,25,5295.31,25
MG,santa cruz de minas,5,710.39,5
MG,santa cruz de salinas,2,261.72,2
MG,santa cruz do prata,2,158.72,2
MG,santa fe de minas,1,178.27,1
MG,santa helena de minas,2,303.63,2
MG,santa juliana,8,1880.37,8
MG,santa luzia,89,13157.56,89
MG,santa margarida,2,400.35,2
MG,santa maria de itabira,4,570.49,4
